unit,indic,geo,TIME_PERIOD,OBS_VALUE
HICP2015,CP-HI00,RS,2010-12,78.6
HICP2015,CP-HI00,RS,2011-01,79.8
HICP2015,CP-HI00,RS,2011-02,81.0
HICP2015,CP-HI00,RS,2011-03,83.1
HICP2015,CP-HI00,RS,2011-04,84.1
HICP2015,CP-HI00,RS,2011-05,84.2
HICP2015,CP-HI00,RS,2011-06,83.9
HICP2015,CP-HI00,RS,2011-07,83.5
HICP2015,CP-HI00,RS,2011-08,83.5
HICP2015,CP-HI00,RS,2011-09,83.6
HICP2015,CP-HI00,RS,2011-10,83.9
HICP2015,CP-HI00,RS,2011-11,84.5
HICP2015,CP-HI00,RS,2011-12,84.0
HICP2015,CP-HI00,RS,2012-01,84.2
HICP2015,CP-HI00,RS,2012-02,84.9
HICP2015,CP-HI00,RS,2012-03,85.8
HICP2015,CP-HI00,RS,2012-04,86.3
HICP2015,CP-HI00,RS,2012-05,88.0
HICP2015,CP-HI00,RS,2012-06,88.9
HICP2015,CP-HI00,RS,2012-07,88.7
HICP2015,CP-HI00,RS,2012-08,90.1
HICP2015,CP-HI00,RS,2012-09,92.2
HICP2015,CP-HI00,RS,2012-10,94.7
HICP2015,CP-HI00,RS,2012-11,94.8
HICP2015,CP-HI00,RS,2012-12,94.4
HICP2015,CP-HI00,RS,2013-01,94.9
HICP2015,CP-HI00,RS,2013-02,95.4
HICP2015,CP-HI00,RS,2013-03,95.4
HICP2015,CP-HI00,RS,2013-04,96.2
HICP2015,CP-HI00,RS,2013-05,96.4
HICP2015,CP-HI00,RS,2013-06,97.4
HICP2015,CP-HI00,RS,2013-07,96.4
HICP2015,CP-HI00,RS,2013-08,96.8
HICP2015,CP-HI00,RS,2013-09,96.8
HICP2015,CP-HI00,RS,2013-10,97.0
HICP2015,CP-HI00,RS,2013-11,96.5
HICP2015,CP-HI00,RS,2013-12,96.6
HICP2015,CP-HI00,RS,2014-01,97.7
HICP2015,CP-HI00,RS,2014-02,97.9
HICP2015,CP-HI00,RS,2014-03,97.8
HICP2015,CP-HI00,RS,2014-04,98.4
HICP2015,CP-HI00,RS,2014-05,98.8
HICP2015,CP-HI00,RS,2014-06,98.9
HICP2015,CP-HI00,RS,2014-07,98.8
HICP2015,CP-HI00,RS,2014-08,98.6
HICP2015,CP-HI00,RS,2014-09,99.2
HICP2015,CP-HI00,RS,2014-10,98.9
HICP2015,CP-HI00,RS,2014-11,98.8
HICP2015,CP-HI00,RS,2014-12,98.4
HICP2015,CP-HI00,RS,2015-01,98.1
HICP2015,CP-HI00,RS,2015-02,98.7
HICP2015,CP-HI00,RS,2015-03,99.4
HICP2015,CP-HI00,RS,2015-04,100.0
HICP2015,CP-HI00,RS,2015-05,100.1
HICP2015,CP-HI00,RS,2015-06,100.8
HICP2015,CP-HI00,RS,2015-07,100.0
HICP2015,CP-HI00,RS,2015-08,100.8
HICP2015,CP-HI00,RS,2015-09,100.8
HICP2015,CP-HI00,RS,2015-10,100.6
HICP2015,CP-HI00,RS,2015-11,100.4
HICP2015,CP-HI00,RS,2015-12,100.2
HICP2015,CP-HI00,RS,2016-01,100.7
HICP2015,CP-HI00,RS,2016-02,100.6
HICP2015,CP-HI00,RS,2016-03,100.5
HICP2015,CP-HI00,RS,2016-04,100.9
HICP2015,CP-HI00,RS,2016-05,101.0
HICP2015,CP-HI00,RS,2016-06,101.1
HICP2015,CP-HI00,RS,2016-07,101.2
HICP2015,CP-HI00,RS,2016-08,102.2
HICP2015,CP-HI00,RS,2016-09,101.5
HICP2015,CP-HI00,RS,2016-10,102.2
HICP2015,CP-HI00,RS,2016-11,102.1
HICP2015,CP-HI00,RS,2016-12,101.9
HICP2015,CP-HI00,RS,2017-01,103.2
HICP2015,CP-HI00,RS,2017-02,104.0
HICP2015,CP-HI00,RS,2017-03,104.3
HICP2015,CP-HI00,RS,2017-04,105.2
HICP2015,CP-HI00,RS,2017-05,104.8
HICP2015,CP-HI00,RS,2017-06,105.0
HICP2015,CP-HI00,RS,2017-07,104.6
HICP2015,CP-HI00,RS,2017-08,104.9
HICP2015,CP-HI00,RS,2017-09,104.9
HICP2015,CP-HI00,RS,2017-10,105.1
HICP2015,CP-HI00,RS,2017-11,105.0
HICP2015,CP-HI00,RS,2017-12,105.0
HICP2015,CP-HI00,RS,2018-01,105.3
HICP2015,CP-HI00,RS,2018-02,105.7
HICP2015,CP-HI00,RS,2018-03,105.8
HICP2015,CP-HI00,RS,2018-04,106.3
HICP2015,CP-HI00,RS,2018-05,107.1
HICP2015,CP-HI00,RS,2018-06,107.6
HICP2015,CP-HI00,RS,2018-07,107.1
HICP2015,CP-HI00,RS,2018-08,107.6
HICP2015,CP-HI00,RS,2018-09,107.1
HICP2015,CP-HI00,RS,2018-10,107.5
HICP2015,CP-HI00,RS,2018-11,107.0
HICP2015,CP-HI00,RS,2018-12,107.1
HICP2015,CP-HI00,RS,2019-01,107.4
HICP2015,CP-HI00,RS,2019-02,108.1
HICP2015,CP-HI00,RS,2019-03,108.6
HICP2015,CP-HI00,RS,2019-04,109.4
HICP2015,CP-HI00,RS,2019-05,109.2
HICP2015,CP-HI00,RS,2019-06,109.1
HICP2015,CP-HI00,RS,2019-07,109.0
HICP2015,CP-HI00,RS,2019-08,109.1
HICP2015,CP-HI00,RS,2019-09,108.6
HICP2015,CP-HI00,RS,2019-10,108.7
HICP2015,CP-HI00,RS,2019-11,108.9
HICP2015,CP-HI00,RS,2019-12,109.3
HICP2015,CP-HI00,RS,2020-01,109.9
HICP2015,CP-HI00,RS,2020-02,110.6
HICP2015,CP-HI00,RS,2020-03,110.5
HICP2015,CP-HI00,RS,2020-04,110.7
HICP2015,CP-HI00,RS,2020-05,110.4
HICP2015,CP-HI00,RS,2020-06,111.1
HICP2015,CP-HI00,RS,2020-07,111.4
HICP2015,CP-HI00,RS,2020-08,111.2
HICP2015,CP-HI00,RS,2020-09,110.6
HICP2015,CP-HI00,RS,2020-10,110.7
HICP2015,CP-HI00,RS,2020-11,110.7
HICP2015,CP-HI00,RS,2020-12,110.7
HICP2015,CP-HI00,RS,2021-01,111.2
HICP2015,CP-HI00,RS,2021-02,111.9
HICP2015,CP-HI00,RS,2021-03,112.4
HICP2015,CP-HI00,RS,2021-04,113.6
HICP2015,CP-HI00,RS,2021-05,114.3
HICP2015,CP-HI00,RS,2021-06,114.6
HICP2015,CP-HI00,RS,2021-07,114.8
HICP2015,CP-HI00,RS,2021-08,115.9
HICP2015,CP-HI00,RS,2021-09,116.8
HICP2015,CP-HI00,RS,2021-10,117.9
HICP2015,CP-HI00,RS,2021-11,119.0
HICP2015,CP-HI00,RS,2021-12,119.5
HICP2015,CP-HI00,RS,2022-01,120.4
HICP2015,CP-HI00,RS,2022-02,121.7
HICP2015,CP-HI00,RS,2022-03,122.7
HICP2015,CP-HI00,RS,2022-04,124.4
HICP2015,CP-HI00,RS,2022-05,125.9
HICP2015,CP-HI00,RS,2022-06,127.9
HICP2015,CP-HI00,RS,2022-07,129.2
HICP2015,CP-HI00,RS,2022-08,130.7
HICP2015,CP-HI00,RS,2022-09,132.7
HICP2015,CP-HI00,RS,2022-10,135.1
HICP2015,CP-HI00,RS,2022-11,136.3
HICP2015,CP-HI00,RS,2022-12,136.9
HICP2015,CP-HI00,RS,2023-01,138.7
HICP2015,CP-HI00,RS,2023-02,140.5
HICP2015,CP-HI00,RS,2023-03,141.7
HICP2015,CP-HI00,RS,2023-04,142.8
HICP2015,CP-HI00,RS,2023-05,144.2
HICP2015,CP-HI00,RS,2023-06,145.2
HICP2015,CP-HI00,RS,2023-07,145.2
HICP2015,CP-HI00,RS,2023-08,145.7
HICP2015,CP-HI00,RS,2023-09,146.1
HICP2015,CP-HI00,RS,2023-10,146.5
HICP2015,CP-HI00,RS,2023-11,147.1
HICP2015,CP-HI00,RS,2023-12,147.2
HICP2015,CP-HI00,RS,2024-01,147.6
HICP2015,CP-HI00,RS,2024-02,148.5
HICP2015,CP-HI00,RS,2024-03,149.0
HICP2015,CP-HI00,RS,2024-04,150.0
HICP2015,CP-HI00,RS,2024-05,150.7
HICP2015,CP-HI00,RS,2024-06,150.9
HICP2015,CP-HI00,SE,1996-01,75.41
HICP2015,CP-HI00,SE,1996-02,75.6
HICP2015,CP-HI00,SE,1996-03,76.14
HICP2015,CP-HI00,SE,1996-04,76.49
HICP2015,CP-HI00,SE,1996-05,76.56
HICP2015,CP-HI00,SE,1996-06,76.28
HICP2015,CP-HI00,SE,1996-07,76.15
HICP2015,CP-HI00,SE,1996-08,75.84
HICP2015,CP-HI00,SE,1996-09,76.42
HICP2015,CP-HI00,SE,1996-10,76.42
HICP2015,CP-HI00,SE,1996-11,76.31
HICP2015,CP-HI00,SE,1996-12,76.28
HICP2015,CP-HI00,SE,1997-01,76.43
HICP2015,CP-HI00,SE,1997-02,76.45
HICP2015,CP-HI00,SE,1997-03,76.9
HICP2015,CP-HI00,SE,1997-04,77.39
HICP2015,CP-HI00,SE,1997-05,77.47
HICP2015,CP-HI00,SE,1997-06,77.48
HICP2015,CP-HI00,SE,1997-07,77.33
HICP2015,CP-HI00,SE,1997-08,77.45
HICP2015,CP-HI00,SE,1997-09,78.43
HICP2015,CP-HI00,SE,1997-10,78.47
HICP2015,CP-HI00,SE,1997-11,78.35
HICP2015,CP-HI00,SE,1997-12,78.32
HICP2015,CP-HI00,SE,1998-01,78.04
HICP2015,CP-HI00,SE,1998-02,77.97
HICP2015,CP-HI00,SE,1998-03,78.19
HICP2015,CP-HI00,SE,1998-04,78.49
HICP2015,CP-HI00,SE,1998-05,78.69
HICP2015,CP-HI00,SE,1998-06,78.52
HICP2015,CP-HI00,SE,1998-07,78.33
HICP2015,CP-HI00,SE,1998-08,77.9
HICP2015,CP-HI00,SE,1998-09,78.34
HICP2015,CP-HI00,SE,1998-10,78.57
HICP2015,CP-HI00,SE,1998-11,78.41
HICP2015,CP-HI00,SE,1998-12,78.36
HICP2015,CP-HI00,SE,1999-01,78.08
HICP2015,CP-HI00,SE,1999-02,78.11
HICP2015,CP-HI00,SE,1999-03,78.57
HICP2015,CP-HI00,SE,1999-04,78.74
HICP2015,CP-HI00,SE,1999-05,78.94
HICP2015,CP-HI00,SE,1999-06,78.88
HICP2015,CP-HI00,SE,1999-07,78.47
HICP2015,CP-HI00,SE,1999-08,78.5
HICP2015,CP-HI00,SE,1999-09,79.21
HICP2015,CP-HI00,SE,1999-10,79.32
HICP2015,CP-HI00,SE,1999-11,79.04
HICP2015,CP-HI00,SE,1999-12,79.25
HICP2015,CP-HI00,SE,2000-01,78.83
HICP2015,CP-HI00,SE,2000-02,79.2
HICP2015,CP-HI00,SE,2000-03,79.59
HICP2015,CP-HI00,SE,2000-04,79.49
HICP2015,CP-HI00,SE,2000-05,79.96
HICP2015,CP-HI00,SE,2000-06,79.93
HICP2015,CP-HI00,SE,2000-07,79.47
HICP2015,CP-HI00,SE,2000-08,79.52
HICP2015,CP-HI00,SE,2000-09,80.2
HICP2015,CP-HI00,SE,2000-10,80.39
HICP2015,CP-HI00,SE,2000-11,80.45
HICP2015,CP-HI00,SE,2000-12,80.31
HICP2015,CP-HI00,SE,2001-01,80.06
HICP2015,CP-HI00,SE,2001-02,80.35
HICP2015,CP-HI00,SE,2001-03,81.02
HICP2015,CP-HI00,SE,2001-04,81.8
HICP2015,CP-HI00,SE,2001-05,82.45
HICP2015,CP-HI00,SE,2001-06,82.28
HICP2015,CP-HI00,SE,2001-07,81.73
HICP2015,CP-HI00,SE,2001-08,81.94
HICP2015,CP-HI00,SE,2001-09,82.93
HICP2015,CP-HI00,SE,2001-10,82.78
HICP2015,CP-HI00,SE,2001-11,82.79
HICP2015,CP-HI00,SE,2001-12,82.87
HICP2015,CP-HI00,SE,2002-01,82.35
HICP2015,CP-HI00,SE,2002-02,82.58
HICP2015,CP-HI00,SE,2002-03,83.36
HICP2015,CP-HI00,SE,2002-04,83.65
HICP2015,CP-HI00,SE,2002-05,83.81
HICP2015,CP-HI00,SE,2002-06,83.65
HICP2015,CP-HI00,SE,2002-07,83.14
HICP2015,CP-HI00,SE,2002-08,83.23
HICP2015,CP-HI00,SE,2002-09,83.89
HICP2015,CP-HI00,SE,2002-10,84.19
HICP2015,CP-HI00,SE,2002-11,83.96
HICP2015,CP-HI00,SE,2002-12,84.25
HICP2015,CP-HI00,SE,2003-01,84.51
HICP2015,CP-HI00,SE,2003-02,85.34
HICP2015,CP-HI00,SE,2003-03,85.83
HICP2015,CP-HI00,SE,2003-04,85.57
HICP2015,CP-HI00,SE,2003-05,85.44
HICP2015,CP-HI00,SE,2003-06,85.32
HICP2015,CP-HI00,SE,2003-07,85.13
HICP2015,CP-HI00,SE,2003-08,85.11
HICP2015,CP-HI00,SE,2003-09,85.8
HICP2015,CP-HI00,SE,2003-10,85.84
HICP2015,CP-HI00,SE,2003-11,85.64
HICP2015,CP-HI00,SE,2003-12,85.77
HICP2015,CP-HI00,SE,2004-01,85.56
HICP2015,CP-HI00,SE,2004-02,85.43
HICP2015,CP-HI00,SE,2004-03,86.2
HICP2015,CP-HI00,SE,2004-04,86.42
HICP2015,CP-HI00,SE,2004-05,86.73
HICP2015,CP-HI00,SE,2004-06,86.29
HICP2015,CP-HI00,SE,2004-07,86.16
HICP2015,CP-HI00,SE,2004-08,86.05
HICP2015,CP-HI00,SE,2004-09,86.75
HICP2015,CP-HI00,SE,2004-10,87.09
HICP2015,CP-HI00,SE,2004-11,86.55
HICP2015,CP-HI00,SE,2004-12,86.55
HICP2015,CP-HI00,SE,2005-01,86.02
HICP2015,CP-HI00,SE,2005-02,86.46
HICP2015,CP-HI00,SE,2005-03,86.68
HICP2015,CP-HI00,SE,2005-04,86.83
HICP2015,CP-HI00,SE,2005-05,86.93
HICP2015,CP-HI00,SE,2005-06,86.98
HICP2015,CP-HI00,SE,2005-07,86.78
HICP2015,CP-HI00,SE,2005-08,86.96
HICP2015,CP-HI00,SE,2005-09,87.68
HICP2015,CP-HI00,SE,2005-10,87.87
HICP2015,CP-HI00,SE,2005-11,87.59
HICP2015,CP-HI00,SE,2005-12,87.63
HICP2015,CP-HI00,SE,2006-01,87.04
HICP2015,CP-HI00,SE,2006-02,87.36
HICP2015,CP-HI00,SE,2006-03,87.93
HICP2015,CP-HI00,SE,2006-04,88.41
HICP2015,CP-HI00,SE,2006-05,88.59
HICP2015,CP-HI00,SE,2006-06,88.59
HICP2015,CP-HI00,SE,2006-07,88.29
HICP2015,CP-HI00,SE,2006-08,88.32
HICP2015,CP-HI00,SE,2006-09,88.75
HICP2015,CP-HI00,SE,2006-10,88.92
HICP2015,CP-HI00,SE,2006-11,88.93
HICP2015,CP-HI00,SE,2006-12,88.91
HICP2015,CP-HI00,SE,2007-01,88.46
HICP2015,CP-HI00,SE,2007-02,88.87
HICP2015,CP-HI00,SE,2007-03,89.37
HICP2015,CP-HI00,SE,2007-04,89.79
HICP2015,CP-HI00,SE,2007-05,89.67
HICP2015,CP-HI00,SE,2007-06,89.78
HICP2015,CP-HI00,SE,2007-07,89.5
HICP2015,CP-HI00,SE,2007-08,89.39
HICP2015,CP-HI00,SE,2007-09,90.14
HICP2015,CP-HI00,SE,2007-10,90.59
HICP2015,CP-HI00,SE,2007-11,91.09
HICP2015,CP-HI00,SE,2007-12,91.16
HICP2015,CP-HI00,SE,2008-01,91.15
HICP2015,CP-HI00,SE,2008-02,91.49
HICP2015,CP-HI00,SE,2008-03,92.3
HICP2015,CP-HI00,SE,2008-04,92.64
HICP2015,CP-HI00,SE,2008-05,93.02
HICP2015,CP-HI00,SE,2008-06,93.37
HICP2015,CP-HI00,SE,2008-07,92.92
HICP2015,CP-HI00,SE,2008-08,93.02
HICP2015,CP-HI00,SE,2008-09,93.91
HICP2015,CP-HI00,SE,2008-10,93.72
HICP2015,CP-HI00,SE,2008-11,93.26
HICP2015,CP-HI00,SE,2008-12,93.1
HICP2015,CP-HI00,SE,2009-01,93.02
HICP2015,CP-HI00,SE,2009-02,93.53
HICP2015,CP-HI00,SE,2009-03,94.04
HICP2015,CP-HI00,SE,2009-04,94.31
HICP2015,CP-HI00,SE,2009-05,94.63
HICP2015,CP-HI00,SE,2009-06,94.82
HICP2015,CP-HI00,SE,2009-07,94.6
HICP2015,CP-HI00,SE,2009-08,94.77
HICP2015,CP-HI00,SE,2009-09,95.19
HICP2015,CP-HI00,SE,2009-10,95.44
HICP2015,CP-HI00,SE,2009-11,95.47
HICP2015,CP-HI00,SE,2009-12,95.7
HICP2015,CP-HI00,SE,2010-01,95.53
HICP2015,CP-HI00,SE,2010-02,96.13
HICP2015,CP-HI00,SE,2010-03,96.36
HICP2015,CP-HI00,SE,2010-04,96.3
HICP2015,CP-HI00,SE,2010-05,96.38
HICP2015,CP-HI00,SE,2010-06,96.32
HICP2015,CP-HI00,SE,2010-07,95.9
HICP2015,CP-HI00,SE,2010-08,95.84
HICP2015,CP-HI00,SE,2010-09,96.63
HICP2015,CP-HI00,SE,2010-10,96.94
HICP2015,CP-HI00,SE,2010-11,97.12
HICP2015,CP-HI00,SE,2010-12,97.72
HICP2015,CP-HI00,SE,2011-01,96.84
HICP2015,CP-HI00,SE,2011-02,97.32
HICP2015,CP-HI00,SE,2011-03,97.7
HICP2015,CP-HI00,SE,2011-04,98.02
HICP2015,CP-HI00,SE,2011-05,98.06
HICP2015,CP-HI00,SE,2011-06,97.74
HICP2015,CP-HI00,SE,2011-07,97.47
HICP2015,CP-HI00,SE,2011-08,97.41
HICP2015,CP-HI00,SE,2011-09,98.09
HICP2015,CP-HI00,SE,2011-10,97.98
HICP2015,CP-HI00,SE,2011-11,98.18
HICP2015,CP-HI00,SE,2011-12,98.15
HICP2015,CP-HI00,SE,2012-01,97.57
HICP2015,CP-HI00,SE,2012-02,98.29
HICP2015,CP-HI00,SE,2012-03,98.73
HICP2015,CP-HI00,SE,2012-04,98.99
HICP2015,CP-HI00,SE,2012-05,98.95
HICP2015,CP-HI00,SE,2012-06,98.64
HICP2015,CP-HI00,SE,2012-07,98.19
HICP2015,CP-HI00,SE,2012-08,98.31
HICP2015,CP-HI00,SE,2012-09,99.04
HICP2015,CP-HI00,SE,2012-10,99.14
HICP2015,CP-HI00,SE,2012-11,98.94
HICP2015,CP-HI00,SE,2012-12,99.17
HICP2015,CP-HI00,SE,2013-01,98.2
HICP2015,CP-HI00,SE,2013-02,98.75
HICP2015,CP-HI00,SE,2013-03,99.26
HICP2015,CP-HI00,SE,2013-04,99.03
HICP2015,CP-HI00,SE,2013-05,99.23
HICP2015,CP-HI00,SE,2013-06,99.09
HICP2015,CP-HI00,SE,2013-07,98.96
HICP2015,CP-HI00,SE,2013-08,99.09
HICP2015,CP-HI00,SE,2013-09,99.52
HICP2015,CP-HI00,SE,2013-10,99.3
HICP2015,CP-HI00,SE,2013-11,99.22
HICP2015,CP-HI00,SE,2013-12,99.53
HICP2015,CP-HI00,SE,2014-01,98.35
HICP2015,CP-HI00,SE,2014-02,98.88
HICP2015,CP-HI00,SE,2014-03,98.92
HICP2015,CP-HI00,SE,2014-04,99.31
HICP2015,CP-HI00,SE,2014-05,99.38
HICP2015,CP-HI00,SE,2014-06,99.6
HICP2015,CP-HI00,SE,2014-07,99.35
HICP2015,CP-HI00,SE,2014-08,99.32
HICP2015,CP-HI00,SE,2014-09,99.56
HICP2015,CP-HI00,SE,2014-10,99.62
HICP2015,CP-HI00,SE,2014-11,99.54
HICP2015,CP-HI00,SE,2014-12,99.8
HICP2015,CP-HI00,SE,2015-01,98.71
HICP2015,CP-HI00,SE,2015-02,99.54
HICP2015,CP-HI00,SE,2015-03,99.66
HICP2015,CP-HI00,SE,2015-04,99.82
HICP2015,CP-HI00,SE,2015-05,100.26
HICP2015,CP-HI00,SE,2015-06,100.0
HICP2015,CP-HI00,SE,2015-07,100.13
HICP2015,CP-HI00,SE,2015-08,99.96
HICP2015,CP-HI00,SE,2015-09,100.45
HICP2015,CP-HI00,SE,2015-10,100.55
HICP2015,CP-HI00,SE,2015-11,100.38
HICP2015,CP-HI00,SE,2015-12,100.54
HICP2015,CP-HI00,SE,2016-01,99.96
HICP2015,CP-HI00,SE,2016-02,100.3
HICP2015,CP-HI00,SE,2016-03,100.85
HICP2015,CP-HI00,SE,2016-04,100.86
HICP2015,CP-HI00,SE,2016-05,101.08
HICP2015,CP-HI00,SE,2016-06,101.19
HICP2015,CP-HI00,SE,2016-07,101.27
HICP2015,CP-HI00,SE,2016-08,101.13
HICP2015,CP-HI00,SE,2016-09,101.29
HICP2015,CP-HI00,SE,2016-10,101.69
HICP2015,CP-HI00,SE,2016-11,101.73
HICP2015,CP-HI00,SE,2016-12,102.28
HICP2015,CP-HI00,SE,2017-01,101.5
HICP2015,CP-HI00,SE,2017-02,102.25
HICP2015,CP-HI00,SE,2017-03,102.25
HICP2015,CP-HI00,SE,2017-04,102.84
HICP2015,CP-HI00,SE,2017-05,102.89
HICP2015,CP-HI00,SE,2017-06,103.0
HICP2015,CP-HI00,SE,2017-07,103.59
HICP2015,CP-HI00,SE,2017-08,103.37
HICP2015,CP-HI00,SE,2017-09,103.51
HICP2015,CP-HI00,SE,2017-10,103.4
HICP2015,CP-HI00,SE,2017-11,103.63
HICP2015,CP-HI00,SE,2017-12,104.05
HICP2015,CP-HI00,SE,2018-01,103.1
HICP2015,CP-HI00,SE,2018-02,103.93
HICP2015,CP-HI00,SE,2018-03,104.25
HICP2015,CP-HI00,SE,2018-04,104.66
HICP2015,CP-HI00,SE,2018-05,104.95
HICP2015,CP-HI00,SE,2018-06,105.21
HICP2015,CP-HI00,SE,2018-07,105.82
HICP2015,CP-HI00,SE,2018-08,105.53
HICP2015,CP-HI00,SE,2018-09,106.05
HICP2015,CP-HI00,SE,2018-10,105.89
HICP2015,CP-HI00,SE,2018-11,105.77
HICP2015,CP-HI00,SE,2018-12,106.29
HICP2015,CP-HI00,SE,2019-01,105.13
HICP2015,CP-HI00,SE,2019-02,105.88
HICP2015,CP-HI00,SE,2019-03,106.1
HICP2015,CP-HI00,SE,2019-04,106.82
HICP2015,CP-HI00,SE,2019-05,107.12
HICP2015,CP-HI00,SE,2019-06,106.94
HICP2015,CP-HI00,SE,2019-07,107.45
HICP2015,CP-HI00,SE,2019-08,106.91
HICP2015,CP-HI00,SE,2019-09,107.43
HICP2015,CP-HI00,SE,2019-10,107.57
HICP2015,CP-HI00,SE,2019-11,107.67
HICP2015,CP-HI00,SE,2019-12,108.14
HICP2015,CP-HI00,SE,2020-01,106.73
HICP2015,CP-HI00,SE,2020-02,107.21
HICP2015,CP-HI00,SE,2020-03,106.97
HICP2015,CP-HI00,SE,2020-04,106.58
HICP2015,CP-HI00,SE,2020-05,107.25
HICP2015,CP-HI00,SE,2020-06,107.93
HICP2015,CP-HI00,SE,2020-07,108.18
HICP2015,CP-HI00,SE,2020-08,107.99
HICP2015,CP-HI00,SE,2020-09,108.06
HICP2015,CP-HI00,SE,2020-10,107.99
HICP2015,CP-HI00,SE,2020-11,107.91
HICP2015,CP-HI00,SE,2020-12,108.79
HICP2015,CP-HI00,SE,2021-01,108.73
HICP2015,CP-HI00,SE,2021-02,109.11
HICP2015,CP-HI00,SE,2021-03,109.22
HICP2015,CP-HI00,SE,2021-04,109.54
HICP2015,CP-HI00,SE,2021-05,109.79
HICP2015,CP-HI00,SE,2021-06,109.87
HICP2015,CP-HI00,SE,2021-07,110.18
HICP2015,CP-HI00,SE,2021-08,110.72
HICP2015,CP-HI00,SE,2021-09,111.29
HICP2015,CP-HI00,SE,2021-10,111.53
HICP2015,CP-HI00,SE,2021-11,112.15
HICP2015,CP-HI00,SE,2021-12,113.71
HICP2015,CP-HI00,SE,2022-01,112.98
HICP2015,CP-HI00,SE,2022-02,113.95
HICP2015,CP-HI00,SE,2022-03,116.12
HICP2015,CP-HI00,SE,2022-04,116.78
HICP2015,CP-HI00,SE,2022-05,118.04
HICP2015,CP-HI00,SE,2022-06,119.61
HICP2015,CP-HI00,SE,2022-07,119.36
HICP2015,CP-HI00,SE,2022-08,121.22
HICP2015,CP-HI00,SE,2022-09,122.7
HICP2015,CP-HI00,SE,2022-10,122.45
HICP2015,CP-HI00,SE,2022-11,123.47
HICP2015,CP-HI00,SE,2022-12,126.04
HICP2015,CP-HI00,SE,2023-01,123.81
HICP2015,CP-HI00,SE,2023-02,125.0
HICP2015,CP-HI00,SE,2023-03,125.57
HICP2015,CP-HI00,SE,2023-04,125.82
HICP2015,CP-HI00,SE,2023-05,125.91
HICP2015,CP-HI00,SE,2023-06,127.17
HICP2015,CP-HI00,SE,2023-07,126.93
HICP2015,CP-HI00,SE,2023-08,126.72
HICP2015,CP-HI00,SE,2023-09,127.19
HICP2015,CP-HI00,SE,2023-10,127.29
HICP2015,CP-HI00,SE,2023-11,127.52
HICP2015,CP-HI00,SE,2023-12,128.38
HICP2015,CP-HI00,SE,2024-01,128.05
HICP2015,CP-HI00,SE,2024-02,128.31
HICP2015,CP-HI00,SE,2024-03,128.48
HICP2015,CP-HI00,SE,2024-04,128.82
HICP2015,CP-HI00,SE,2024-05,129.02
HICP2015,CP-HI00,SE,2024-06,128.92
HICP2015,CP-HI00,SI,1996-01,43.88
HICP2015,CP-HI00,SI,1996-02,44.43
HICP2015,CP-HI00,SI,1996-03,45.07
HICP2015,CP-HI00,SI,1996-04,45.76
HICP2015,CP-HI00,SI,1996-05,46.04
HICP2015,CP-HI00,SI,1996-06,46.13
HICP2015,CP-HI00,SI,1996-07,46.22
HICP2015,CP-HI00,SI,1996-08,45.99
HICP2015,CP-HI00,SI,1996-09,46.17
HICP2015,CP-HI00,SI,1996-10,46.59
HICP2015,CP-HI00,SI,1996-11,46.81
HICP2015,CP-HI00,SI,1996-12,47.18
HICP2015,CP-HI00,SI,1997-01,47.78
HICP2015,CP-HI00,SI,1997-02,48.14
HICP2015,CP-HI00,SI,1997-03,48.33
HICP2015,CP-HI00,SI,1997-04,48.92
HICP2015,CP-HI00,SI,1997-05,49.7
HICP2015,CP-HI00,SI,1997-06,49.75
HICP2015,CP-HI00,SI,1997-07,50.02
HICP2015,CP-HI00,SI,1997-08,50.07
HICP2015,CP-HI00,SI,1997-09,50.39
HICP2015,CP-HI00,SI,1997-10,50.67
HICP2015,CP-HI00,SI,1997-11,51.03
HICP2015,CP-HI00,SI,1997-12,51.35
HICP2015,CP-HI00,SI,1998-01,52.04
HICP2015,CP-HI00,SI,1998-02,52.5
HICP2015,CP-HI00,SI,1998-03,52.91
HICP2015,CP-HI00,SI,1998-04,53.37
HICP2015,CP-HI00,SI,1998-05,53.88
HICP2015,CP-HI00,SI,1998-06,53.83
HICP2015,CP-HI00,SI,1998-07,53.83
HICP2015,CP-HI00,SI,1998-08,53.92
HICP2015,CP-HI00,SI,1998-09,53.97
HICP2015,CP-HI00,SI,1998-10,54.1
HICP2015,CP-HI00,SI,1998-11,54.33
HICP2015,CP-HI00,SI,1998-12,54.66
HICP2015,CP-HI00,SI,1999-01,55.21
HICP2015,CP-HI00,SI,1999-02,55.43
HICP2015,CP-HI00,SI,1999-03,55.62
HICP2015,CP-HI00,SI,1999-04,55.8
HICP2015,CP-HI00,SI,1999-05,56.12
HICP2015,CP-HI00,SI,1999-06,56.12
HICP2015,CP-HI00,SI,1999-07,57.04
HICP2015,CP-HI00,SI,1999-08,57.54
HICP2015,CP-HI00,SI,1999-09,57.96
HICP2015,CP-HI00,SI,1999-10,58.23
HICP2015,CP-HI00,SI,1999-11,58.55
HICP2015,CP-HI00,SI,1999-12,59.06
HICP2015,CP-HI00,SI,2000-01,59.52
HICP2015,CP-HI00,SI,2000-02,60.07
HICP2015,CP-HI00,SI,2000-03,60.62
HICP2015,CP-HI00,SI,2000-04,60.98
HICP2015,CP-HI00,SI,2000-05,61.21
