unit,indic,geo,TIME_PERIOD,OBS_VALUE
HICP2015,CP-HI00,EE,2003-02,64.66
HICP2015,CP-HI00,EE,2003-03,64.8
HICP2015,CP-HI00,EE,2003-04,64.7
HICP2015,CP-HI00,EE,2003-05,64.56
HICP2015,CP-HI00,EE,2003-06,64.36
HICP2015,CP-HI00,EE,2003-07,64.42
HICP2015,CP-HI00,EE,2003-08,64.45
HICP2015,CP-HI00,EE,2003-09,64.62
HICP2015,CP-HI00,EE,2003-10,64.75
HICP2015,CP-HI00,EE,2003-11,64.69
HICP2015,CP-HI00,EE,2003-12,64.6
HICP2015,CP-HI00,EE,2004-01,64.91
HICP2015,CP-HI00,EE,2004-02,65.03
HICP2015,CP-HI00,EE,2004-03,65.25
HICP2015,CP-HI00,EE,2004-04,65.68
HICP2015,CP-HI00,EE,2004-05,66.96
HICP2015,CP-HI00,EE,2004-06,67.18
HICP2015,CP-HI00,EE,2004-07,67.0
HICP2015,CP-HI00,EE,2004-08,66.96
HICP2015,CP-HI00,EE,2004-09,67.08
HICP2015,CP-HI00,EE,2004-10,67.31
HICP2015,CP-HI00,EE,2004-11,67.57
HICP2015,CP-HI00,EE,2004-12,67.7
HICP2015,CP-HI00,EE,2005-01,67.61
HICP2015,CP-HI00,EE,2005-02,68.0
HICP2015,CP-HI00,EE,2005-03,68.41
HICP2015,CP-HI00,EE,2005-04,68.71
HICP2015,CP-HI00,EE,2005-05,68.89
HICP2015,CP-HI00,EE,2005-06,69.34
HICP2015,CP-HI00,EE,2005-07,69.58
HICP2015,CP-HI00,EE,2005-08,69.77
HICP2015,CP-HI00,EE,2005-09,70.39
HICP2015,CP-HI00,EE,2005-10,70.34
HICP2015,CP-HI00,EE,2005-11,70.29
HICP2015,CP-HI00,EE,2005-12,70.18
HICP2015,CP-HI00,EE,2006-01,70.73
HICP2015,CP-HI00,EE,2006-02,71.1
HICP2015,CP-HI00,EE,2006-03,71.17
HICP2015,CP-HI00,EE,2006-04,71.67
HICP2015,CP-HI00,EE,2006-05,72.06
HICP2015,CP-HI00,EE,2006-06,72.4
HICP2015,CP-HI00,EE,2006-07,72.72
HICP2015,CP-HI00,EE,2006-08,73.24
HICP2015,CP-HI00,EE,2006-09,73.07
HICP2015,CP-HI00,EE,2006-10,72.99
HICP2015,CP-HI00,EE,2006-11,73.55
HICP2015,CP-HI00,EE,2006-12,73.76
HICP2015,CP-HI00,EE,2007-01,74.27
HICP2015,CP-HI00,EE,2007-02,74.38
HICP2015,CP-HI00,EE,2007-03,75.17
HICP2015,CP-HI00,EE,2007-04,75.71
HICP2015,CP-HI00,EE,2007-05,76.32
HICP2015,CP-HI00,EE,2007-06,76.74
HICP2015,CP-HI00,EE,2007-07,77.47
HICP2015,CP-HI00,EE,2007-08,77.74
HICP2015,CP-HI00,EE,2007-09,78.56
HICP2015,CP-HI00,EE,2007-10,79.37
HICP2015,CP-HI00,EE,2007-11,80.37
HICP2015,CP-HI00,EE,2007-12,80.94
HICP2015,CP-HI00,EE,2008-01,82.63
HICP2015,CP-HI00,EE,2008-02,82.95
HICP2015,CP-HI00,EE,2008-03,83.62
HICP2015,CP-HI00,EE,2008-04,84.48
HICP2015,CP-HI00,EE,2008-05,84.99
HICP2015,CP-HI00,EE,2008-06,85.54
HICP2015,CP-HI00,EE,2008-07,86.16
HICP2015,CP-HI00,EE,2008-08,86.38
HICP2015,CP-HI00,EE,2008-09,87.04
HICP2015,CP-HI00,EE,2008-10,87.36
HICP2015,CP-HI00,EE,2008-11,87.17
HICP2015,CP-HI00,EE,2008-12,87.04
HICP2015,CP-HI00,EE,2009-01,86.51
HICP2015,CP-HI00,EE,2009-02,86.15
HICP2015,CP-HI00,EE,2009-03,85.75
HICP2015,CP-HI00,EE,2009-04,85.24
HICP2015,CP-HI00,EE,2009-05,85.26
HICP2015,CP-HI00,EE,2009-06,85.1
HICP2015,CP-HI00,EE,2009-07,85.82
HICP2015,CP-HI00,EE,2009-08,85.74
HICP2015,CP-HI00,EE,2009-09,85.59
HICP2015,CP-HI00,EE,2009-10,85.52
HICP2015,CP-HI00,EE,2009-11,85.31
HICP2015,CP-HI00,EE,2009-12,85.41
HICP2015,CP-HI00,EE,2010-01,85.65
HICP2015,CP-HI00,EE,2010-02,85.87
HICP2015,CP-HI00,EE,2010-03,86.93
HICP2015,CP-HI00,EE,2010-04,87.37
HICP2015,CP-HI00,EE,2010-05,87.62
HICP2015,CP-HI00,EE,2010-06,87.97
HICP2015,CP-HI00,EE,2010-07,88.18
HICP2015,CP-HI00,EE,2010-08,88.15
HICP2015,CP-HI00,EE,2010-09,88.84
HICP2015,CP-HI00,EE,2010-10,89.33
HICP2015,CP-HI00,EE,2010-11,89.61
HICP2015,CP-HI00,EE,2010-12,90.04
HICP2015,CP-HI00,EE,2011-01,90.02
HICP2015,CP-HI00,EE,2011-02,90.62
HICP2015,CP-HI00,EE,2011-03,91.36
HICP2015,CP-HI00,EE,2011-04,92.09
HICP2015,CP-HI00,EE,2011-05,92.45
HICP2015,CP-HI00,EE,2011-06,92.31
HICP2015,CP-HI00,EE,2011-07,92.82
HICP2015,CP-HI00,EE,2011-08,93.08
HICP2015,CP-HI00,EE,2011-09,93.6
HICP2015,CP-HI00,EE,2011-10,93.52
HICP2015,CP-HI00,EE,2011-11,93.59
HICP2015,CP-HI00,EE,2011-12,93.72
HICP2015,CP-HI00,EE,2012-01,94.25
HICP2015,CP-HI00,EE,2012-02,94.64
HICP2015,CP-HI00,EE,2012-03,95.62
HICP2015,CP-HI00,EE,2012-04,96.04
HICP2015,CP-HI00,EE,2012-05,96.24
HICP2015,CP-HI00,EE,2012-06,96.38
HICP2015,CP-HI00,EE,2012-07,96.67
HICP2015,CP-HI00,EE,2012-08,96.98
HICP2015,CP-HI00,EE,2012-09,97.4
HICP2015,CP-HI00,EE,2012-10,97.47
HICP2015,CP-HI00,EE,2012-11,97.16
HICP2015,CP-HI00,EE,2012-12,97.13
HICP2015,CP-HI00,EE,2013-01,97.77
HICP2015,CP-HI00,EE,2013-02,98.42
HICP2015,CP-HI00,EE,2013-03,99.24
HICP2015,CP-HI00,EE,2013-04,99.33
HICP2015,CP-HI00,EE,2013-05,99.72
HICP2015,CP-HI00,EE,2013-06,100.29
HICP2015,CP-HI00,EE,2013-07,100.49
HICP2015,CP-HI00,EE,2013-08,100.43
HICP2015,CP-HI00,EE,2013-09,99.93
HICP2015,CP-HI00,EE,2013-10,99.61
HICP2015,CP-HI00,EE,2013-11,99.16
HICP2015,CP-HI00,EE,2013-12,99.12
HICP2015,CP-HI00,EE,2014-01,99.3
HICP2015,CP-HI00,EE,2014-02,99.53
HICP2015,CP-HI00,EE,2014-03,99.94
HICP2015,CP-HI00,EE,2014-04,100.13
HICP2015,CP-HI00,EE,2014-05,100.36
HICP2015,CP-HI00,EE,2014-06,100.64
HICP2015,CP-HI00,EE,2014-07,100.47
HICP2015,CP-HI00,EE,2014-08,100.25
HICP2015,CP-HI00,EE,2014-09,100.14
HICP2015,CP-HI00,EE,2014-10,100.08
HICP2015,CP-HI00,EE,2014-11,99.17
HICP2015,CP-HI00,EE,2014-12,99.18
HICP2015,CP-HI00,EE,2015-01,98.78
HICP2015,CP-HI00,EE,2015-02,99.3
HICP2015,CP-HI00,EE,2015-03,99.95
HICP2015,CP-HI00,EE,2015-04,100.53
HICP2015,CP-HI00,EE,2015-05,100.89
HICP2015,CP-HI00,EE,2015-06,100.94
HICP2015,CP-HI00,EE,2015-07,100.61
HICP2015,CP-HI00,EE,2015-08,100.41
HICP2015,CP-HI00,EE,2015-09,99.82
HICP2015,CP-HI00,EE,2015-10,100.05
HICP2015,CP-HI00,EE,2015-11,99.71
HICP2015,CP-HI00,EE,2015-12,99.01
HICP2015,CP-HI00,EE,2016-01,98.85
HICP2015,CP-HI00,EE,2016-02,99.65
HICP2015,CP-HI00,EE,2016-03,100.41
HICP2015,CP-HI00,EE,2016-04,100.49
HICP2015,CP-HI00,EE,2016-05,100.88
HICP2015,CP-HI00,EE,2016-06,101.37
HICP2015,CP-HI00,EE,2016-07,101.38
HICP2015,CP-HI00,EE,2016-08,101.52
HICP2015,CP-HI00,EE,2016-09,101.56
HICP2015,CP-HI00,EE,2016-10,101.09
HICP2015,CP-HI00,EE,2016-11,101.06
HICP2015,CP-HI00,EE,2016-12,101.34
HICP2015,CP-HI00,EE,2017-01,101.61
HICP2015,CP-HI00,EE,2017-02,103.08
HICP2015,CP-HI00,EE,2017-03,103.46
HICP2015,CP-HI00,EE,2017-04,104.06
HICP2015,CP-HI00,EE,2017-05,104.41
HICP2015,CP-HI00,EE,2017-06,104.55
HICP2015,CP-HI00,EE,2017-07,105.36
HICP2015,CP-HI00,EE,2017-08,105.8
HICP2015,CP-HI00,EE,2017-09,105.56
HICP2015,CP-HI00,EE,2017-10,105.16
HICP2015,CP-HI00,EE,2017-11,105.56
HICP2015,CP-HI00,EE,2017-12,105.15
HICP2015,CP-HI00,EE,2018-01,105.28
HICP2015,CP-HI00,EE,2018-02,106.37
HICP2015,CP-HI00,EE,2018-03,106.44
HICP2015,CP-HI00,EE,2018-04,107.04
HICP2015,CP-HI00,EE,2018-05,107.61
HICP2015,CP-HI00,EE,2018-06,108.65
HICP2015,CP-HI00,EE,2018-07,108.87
HICP2015,CP-HI00,EE,2018-08,109.55
HICP2015,CP-HI00,EE,2018-09,109.26
HICP2015,CP-HI00,EE,2018-10,109.86
HICP2015,CP-HI00,EE,2018-11,108.97
HICP2015,CP-HI00,EE,2018-12,108.64
HICP2015,CP-HI00,EE,2019-01,108.18
HICP2015,CP-HI00,EE,2019-02,108.38
HICP2015,CP-HI00,EE,2019-03,108.83
HICP2015,CP-HI00,EE,2019-04,110.5
HICP2015,CP-HI00,EE,2019-05,110.93
HICP2015,CP-HI00,EE,2019-06,111.47
HICP2015,CP-HI00,EE,2019-07,111.1
HICP2015,CP-HI00,EE,2019-08,111.87
HICP2015,CP-HI00,EE,2019-09,111.7
HICP2015,CP-HI00,EE,2019-10,111.45
HICP2015,CP-HI00,EE,2019-11,110.95
HICP2015,CP-HI00,EE,2019-12,110.59
HICP2015,CP-HI00,EE,2020-01,109.94
HICP2015,CP-HI00,EE,2020-02,110.56
HICP2015,CP-HI00,EE,2020-03,109.89
HICP2015,CP-HI00,EE,2020-04,109.52
HICP2015,CP-HI00,EE,2020-05,108.91
HICP2015,CP-HI00,EE,2020-06,109.67
HICP2015,CP-HI00,EE,2020-07,109.69
HICP2015,CP-HI00,EE,2020-08,110.38
HICP2015,CP-HI00,EE,2020-09,110.22
HICP2015,CP-HI00,EE,2020-10,109.51
HICP2015,CP-HI00,EE,2020-11,109.63
HICP2015,CP-HI00,EE,2020-12,109.62
HICP2015,CP-HI00,EE,2021-01,110.22
HICP2015,CP-HI00,EE,2021-02,111.16
HICP2015,CP-HI00,EE,2021-03,110.87
HICP2015,CP-HI00,EE,2021-04,111.3
HICP2015,CP-HI00,EE,2021-05,112.38
HICP2015,CP-HI00,EE,2021-06,113.76
HICP2015,CP-HI00,EE,2021-07,115.07
HICP2015,CP-HI00,EE,2021-08,115.86
HICP2015,CP-HI00,EE,2021-09,117.25
HICP2015,CP-HI00,EE,2021-10,116.96
HICP2015,CP-HI00,EE,2021-11,119.02
HICP2015,CP-HI00,EE,2021-12,122.81
HICP2015,CP-HI00,EE,2022-01,122.39
HICP2015,CP-HI00,EE,2022-02,124.02
HICP2015,CP-HI00,EE,2022-03,127.31
HICP2015,CP-HI00,EE,2022-04,132.59
HICP2015,CP-HI00,EE,2022-05,135.02
HICP2015,CP-HI00,EE,2022-06,138.79
HICP2015,CP-HI00,EE,2022-07,141.73
HICP2015,CP-HI00,EE,2022-08,145.01
HICP2015,CP-HI00,EE,2022-09,145.5
HICP2015,CP-HI00,EE,2022-10,143.23
HICP2015,CP-HI00,EE,2022-11,144.49
HICP2015,CP-HI00,EE,2022-12,144.3
HICP2015,CP-HI00,EE,2023-01,145.16
HICP2015,CP-HI00,EE,2023-02,146.14
HICP2015,CP-HI00,EE,2023-03,147.2
HICP2015,CP-HI00,EE,2023-04,150.04
HICP2015,CP-HI00,EE,2023-05,150.08
HICP2015,CP-HI00,EE,2023-06,151.3
HICP2015,CP-HI00,EE,2023-07,150.56
HICP2015,CP-HI00,EE,2023-08,151.25
HICP2015,CP-HI00,EE,2023-09,151.17
HICP2015,CP-HI00,EE,2023-10,150.45
HICP2015,CP-HI00,EE,2023-11,150.48
HICP2015,CP-HI00,EE,2023-12,150.45
HICP2015,CP-HI00,EE,2024-01,152.35
HICP2015,CP-HI00,EE,2024-02,152.54
HICP2015,CP-HI00,EE,2024-03,153.2
HICP2015,CP-HI00,EE,2024-04,154.76
HICP2015,CP-HI00,EE,2024-05,154.76
HICP2015,CP-HI00,EE,2024-06,155.48
HICP2015,CP-HI00,EE,2024-07,155.83
HICP2015,CP-HI00,EL,1996-01,59.04
HICP2015,CP-HI00,EL,1996-02,58.92
HICP2015,CP-HI00,EL,1996-03,60.64
HICP2015,CP-HI00,EL,1996-04,61.25
HICP2015,CP-HI00,EL,1996-05,61.74
HICP2015,CP-HI00,EL,1996-06,61.86
HICP2015,CP-HI00,EL,1996-07,60.76
HICP2015,CP-HI00,EL,1996-08,60.7
HICP2015,CP-HI00,EL,1996-09,62.11
HICP2015,CP-HI00,EL,1996-10,62.6
HICP2015,CP-HI00,EL,1996-11,62.66
HICP2015,CP-HI00,EL,1996-12,63.4
HICP2015,CP-HI00,EL,1997-01,62.97
HICP2015,CP-HI00,EL,1997-02,62.72
HICP2015,CP-HI00,EL,1997-03,64.19
HICP2015,CP-HI00,EL,1997-04,64.74
HICP2015,CP-HI00,EL,1997-05,65.05
HICP2015,CP-HI00,EL,1997-06,65.3
HICP2015,CP-HI00,EL,1997-07,63.95
HICP2015,CP-HI00,EL,1997-08,64.07
HICP2015,CP-HI00,EL,1997-09,65.17
HICP2015,CP-HI00,EL,1997-10,65.48
HICP2015,CP-HI00,EL,1997-11,65.79
HICP2015,CP-HI00,EL,1997-12,66.28
HICP2015,CP-HI00,EL,1998-01,65.66
HICP2015,CP-HI00,EL,1998-02,65.3
HICP2015,CP-HI00,EL,1998-03,66.95
HICP2015,CP-HI00,EL,1998-04,68.05
HICP2015,CP-HI00,EL,1998-05,68.3
HICP2015,CP-HI00,EL,1998-06,68.48
HICP2015,CP-HI00,EL,1998-07,67.01
HICP2015,CP-HI00,EL,1998-08,67.07
HICP2015,CP-HI00,EL,1998-09,68.42
HICP2015,CP-HI00,EL,1998-10,68.42
HICP2015,CP-HI00,EL,1998-11,68.36
HICP2015,CP-HI00,EL,1998-12,68.73
HICP2015,CP-HI00,EL,1999-01,67.81
HICP2015,CP-HI00,EL,1999-02,67.32
HICP2015,CP-HI00,EL,1999-03,68.97
HICP2015,CP-HI00,EL,1999-04,69.83
HICP2015,CP-HI00,EL,1999-05,69.65
HICP2015,CP-HI00,EL,1999-06,69.53
HICP2015,CP-HI00,EL,1999-07,68.05
HICP2015,CP-HI00,EL,1999-08,67.99
HICP2015,CP-HI00,EL,1999-09,69.34
HICP2015,CP-HI00,EL,1999-10,69.59
HICP2015,CP-HI00,EL,1999-11,69.71
HICP2015,CP-HI00,EL,1999-12,70.32
HICP2015,CP-HI00,EL,2000-01,69.4
HICP2015,CP-HI00,EL,2000-02,69.1
HICP2015,CP-HI00,EL,2000-03,70.88
HICP2015,CP-HI00,EL,2000-04,71.3
HICP2015,CP-HI00,EL,2000-05,71.49
HICP2015,CP-HI00,EL,2000-06,71.06
HICP2015,CP-HI00,EL,2000-07,69.83
HICP2015,CP-HI00,EL,2000-08,69.96
HICP2015,CP-HI00,EL,2000-09,71.43
HICP2015,CP-HI00,EL,2000-10,72.22
HICP2015,CP-HI00,EL,2000-11,72.53
HICP2015,CP-HI00,EL,2000-12,72.9
HICP2015,CP-HI00,EL,2001-01,71.61
HICP2015,CP-HI00,EL,2001-02,71.46
HICP2015,CP-HI00,EL,2001-03,73.13
HICP2015,CP-HI00,EL,2001-04,73.94
HICP2015,CP-HI00,EL,2001-05,74.31
HICP2015,CP-HI00,EL,2001-06,74.24
HICP2015,CP-HI00,EL,2001-07,72.75
HICP2015,CP-HI00,EL,2001-08,72.76
HICP2015,CP-HI00,EL,2001-09,74.3
HICP2015,CP-HI00,EL,2001-10,74.53
HICP2015,CP-HI00,EL,2001-11,74.63
HICP2015,CP-HI00,EL,2001-12,75.47
HICP2015,CP-HI00,EL,2002-01,75.03
HICP2015,CP-HI00,EL,2002-02,74.16
HICP2015,CP-HI00,EL,2002-03,76.31
HICP2015,CP-HI00,EL,2002-04,76.96
HICP2015,CP-HI00,EL,2002-05,77.13
HICP2015,CP-HI00,EL,2002-06,76.92
HICP2015,CP-HI00,EL,2002-07,75.4
HICP2015,CP-HI00,EL,2002-08,75.55
HICP2015,CP-HI00,EL,2002-09,77.12
HICP2015,CP-HI00,EL,2002-10,77.53
HICP2015,CP-HI00,EL,2002-11,77.54
HICP2015,CP-HI00,EL,2002-12,78.11
HICP2015,CP-HI00,EL,2003-01,77.51
HICP2015,CP-HI00,EL,2003-02,77.32
HICP2015,CP-HI00,EL,2003-03,79.29
HICP2015,CP-HI00,EL,2003-04,79.47
HICP2015,CP-HI00,EL,2003-05,79.82
HICP2015,CP-HI00,EL,2003-06,79.73
HICP2015,CP-HI00,EL,2003-07,78.03
HICP2015,CP-HI00,EL,2003-08,78.03
HICP2015,CP-HI00,EL,2003-09,79.65
HICP2015,CP-HI00,EL,2003-10,79.95
HICP2015,CP-HI00,EL,2003-11,80.09
HICP2015,CP-HI00,EL,2003-12,80.53
HICP2015,CP-HI00,EL,2004-01,79.86
HICP2015,CP-HI00,EL,2004-02,79.36
HICP2015,CP-HI00,EL,2004-03,81.62
HICP2015,CP-HI00,EL,2004-04,81.91
HICP2015,CP-HI00,EL,2004-05,82.26
HICP2015,CP-HI00,EL,2004-06,82.09
HICP2015,CP-HI00,EL,2004-07,80.49
HICP2015,CP-HI00,EL,2004-08,80.25
HICP2015,CP-HI00,EL,2004-09,81.99
HICP2015,CP-HI00,EL,2004-10,82.59
HICP2015,CP-HI00,EL,2004-11,82.62
HICP2015,CP-HI00,EL,2004-12,83.05
HICP2015,CP-HI00,EL,2005-01,83.25
HICP2015,CP-HI00,EL,2005-02,81.85
HICP2015,CP-HI00,EL,2005-03,83.94
HICP2015,CP-HI00,EL,2005-04,84.6
HICP2015,CP-HI00,EL,2005-05,84.89
HICP2015,CP-HI00,EL,2005-06,84.72
HICP2015,CP-HI00,EL,2005-07,83.6
HICP2015,CP-HI00,EL,2005-08,83.13
HICP2015,CP-HI00,EL,2005-09,85.12
HICP2015,CP-HI00,EL,2005-10,85.66
HICP2015,CP-HI00,EL,2005-11,85.47
HICP2015,CP-HI00,EL,2005-12,85.96
HICP2015,CP-HI00,EL,2006-01,85.76
HICP2015,CP-HI00,EL,2006-02,84.41
HICP2015,CP-HI00,EL,2006-03,86.73
HICP2015,CP-HI00,EL,2006-04,87.59
HICP2015,CP-HI00,EL,2006-05,87.69
HICP2015,CP-HI00,EL,2006-06,87.64
HICP2015,CP-HI00,EL,2006-07,86.9
HICP2015,CP-HI00,EL,2006-08,86.0
HICP2015,CP-HI00,EL,2006-09,87.76
HICP2015,CP-HI00,EL,2006-10,88.34
HICP2015,CP-HI00,EL,2006-11,88.2
HICP2015,CP-HI00,EL,2006-12,88.71
HICP2015,CP-HI00,EL,2007-01,88.36
HICP2015,CP-HI00,EL,2007-02,86.97
HICP2015,CP-HI00,EL,2007-03,89.13
HICP2015,CP-HI00,EL,2007-04,89.83
HICP2015,CP-HI00,EL,2007-05,89.99
HICP2015,CP-HI00,EL,2007-06,89.95
HICP2015,CP-HI00,EL,2007-07,89.27
HICP2015,CP-HI00,EL,2007-08,88.36
HICP2015,CP-HI00,EL,2007-09,90.35
HICP2015,CP-HI00,EL,2007-10,90.98
HICP2015,CP-HI00,EL,2007-11,91.67
HICP2015,CP-HI00,EL,2007-12,92.13
HICP2015,CP-HI00,EL,2008-01,91.82
HICP2015,CP-HI00,EL,2008-02,90.93
HICP2015,CP-HI00,EL,2008-03,93.03
HICP2015,CP-HI00,EL,2008-04,93.8
HICP2015,CP-HI00,EL,2008-05,94.44
HICP2015,CP-HI00,EL,2008-06,94.39
HICP2015,CP-HI00,EL,2008-07,93.68
HICP2015,CP-HI00,EL,2008-08,92.63
HICP2015,CP-HI00,EL,2008-09,94.61
HICP2015,CP-HI00,EL,2008-10,94.64
HICP2015,CP-HI00,EL,2008-11,94.43
HICP2015,CP-HI00,EL,2008-12,94.15
HICP2015,CP-HI00,EL,2009-01,93.64
HICP2015,CP-HI00,EL,2009-02,92.59
HICP2015,CP-HI00,EL,2009-03,94.45
HICP2015,CP-HI00,EL,2009-04,94.87
HICP2015,CP-HI00,EL,2009-05,95.11
HICP2015,CP-HI00,EL,2009-06,95.04
HICP2015,CP-HI00,EL,2009-07,94.34
HICP2015,CP-HI00,EL,2009-08,93.54
HICP2015,CP-HI00,EL,2009-09,95.31
HICP2015,CP-HI00,EL,2009-10,95.81
HICP2015,CP-HI00,EL,2009-11,96.42
HICP2015,CP-HI00,EL,2009-12,96.55
HICP2015,CP-HI00,EL,2010-01,95.82
HICP2015,CP-HI00,EL,2010-02,95.24
HICP2015,CP-HI00,EL,2010-03,98.16
HICP2015,CP-HI00,EL,2010-04,99.38
HICP2015,CP-HI00,EL,2010-05,100.15
HICP2015,CP-HI00,EL,2010-06,99.98
HICP2015,CP-HI00,EL,2010-07,99.55
HICP2015,CP-HI00,EL,2010-08,98.81
HICP2015,CP-HI00,EL,2010-09,100.7
HICP2015,CP-HI00,EL,2010-10,100.83
HICP2015,CP-HI00,EL,2010-11,101.04
HICP2015,CP-HI00,EL,2010-12,101.53
HICP2015,CP-HI00,EL,2011-01,100.53
HICP2015,CP-HI00,EL,2011-02,99.19
HICP2015,CP-HI00,EL,2011-03,102.38
HICP2015,CP-HI00,EL,2011-04,103.05
HICP2015,CP-HI00,EL,2011-05,103.28
HICP2015,CP-HI00,EL,2011-06,103.07
HICP2015,CP-HI00,EL,2011-07,101.65
HICP2015,CP-HI00,EL,2011-08,100.21
HICP2015,CP-HI00,EL,2011-09,103.61
HICP2015,CP-HI00,EL,2011-10,103.71
HICP2015,CP-HI00,EL,2011-11,103.91
HICP2015,CP-HI00,EL,2011-12,103.74
HICP2015,CP-HI00,EL,2012-01,102.6
HICP2015,CP-HI00,EL,2012-02,100.85
HICP2015,CP-HI00,EL,2012-03,103.76
HICP2015,CP-HI00,EL,2012-04,104.62
HICP2015,CP-HI00,EL,2012-05,104.25
HICP2015,CP-HI00,EL,2012-06,104.05
HICP2015,CP-HI00,EL,2012-07,102.57
HICP2015,CP-HI00,EL,2012-08,101.36
HICP2015,CP-HI00,EL,2012-09,103.9
HICP2015,CP-HI00,EL,2012-10,104.67
HICP2015,CP-HI00,EL,2012-11,104.34
HICP2015,CP-HI00,EL,2012-12,104.07
HICP2015,CP-HI00,EL,2013-01,102.65
HICP2015,CP-HI00,EL,2013-02,100.99
HICP2015,CP-HI00,EL,2013-03,103.51
HICP2015,CP-HI00,EL,2013-04,104.0
HICP2015,CP-HI00,EL,2013-05,103.95
HICP2015,CP-HI00,EL,2013-06,103.79
HICP2015,CP-HI00,EL,2013-07,102.09
HICP2015,CP-HI00,EL,2013-08,100.38
HICP2015,CP-HI00,EL,2013-09,102.85
HICP2015,CP-HI00,EL,2013-10,102.69
HICP2015,CP-HI00,EL,2013-11,101.36
HICP2015,CP-HI00,EL,2013-12,102.18
HICP2015,CP-HI00,EL,2014-01,101.21
HICP2015,CP-HI00,EL,2014-02,100.12
HICP2015,CP-HI00,EL,2014-03,101.97
HICP2015,CP-HI00,EL,2014-04,102.35
HICP2015,CP-HI00,EL,2014-05,101.73
HICP2015,CP-HI00,EL,2014-06,102.27
HICP2015,CP-HI00,EL,2014-07,101.23
HICP2015,CP-HI00,EL,2014-08,100.14
HICP2015,CP-HI00,EL,2014-09,101.72
HICP2015,CP-HI00,EL,2014-10,100.84
HICP2015,CP-HI00,EL,2014-11,100.12
HICP2015,CP-HI00,EL,2014-12,99.59
HICP2015,CP-HI00,EL,2015-01,98.42
HICP2015,CP-HI00,EL,2015-02,98.21
HICP2015,CP-HI00,EL,2015-03,100.07
HICP2015,CP-HI00,EL,2015-04,100.5
HICP2015,CP-HI00,EL,2015-05,100.28
HICP2015,CP-HI00,EL,2015-06,101.15
HICP2015,CP-HI00,EL,2015-07,99.96
HICP2015,CP-HI00,EL,2015-08,99.75
HICP2015,CP-HI00,EL,2015-09,100.94
HICP2015,CP-HI00,EL,2015-10,100.75
HICP2015,CP-HI00,EL,2015-11,100.01
HICP2015,CP-HI00,EL,2015-12,99.98
HICP2015,CP-HI00,EL,2016-01,98.3
HICP2015,CP-HI00,EL,2016-02,98.28
HICP2015,CP-HI00,EL,2016-03,99.4
HICP2015,CP-HI00,EL,2016-04,100.07
HICP2015,CP-HI00,EL,2016-05,100.08
HICP2015,CP-HI00,EL,2016-06,101.38
HICP2015,CP-HI00,EL,2016-07,100.16
HICP2015,CP-HI00,EL,2016-08,100.18
HICP2015,CP-HI00,EL,2016-09,100.88
HICP2015,CP-HI00,EL,2016-10,101.33
HICP2015,CP-HI00,EL,2016-11,99.85
HICP2015,CP-HI00,EL,2016-12,100.27
HICP2015,CP-HI00,EL,2017-01,99.79
HICP2015,CP-HI00,EL,2017-02,99.69
HICP2015,CP-HI00,EL,2017-03,101.06
HICP2015,CP-HI00,EL,2017-04,101.72
HICP2015,CP-HI00,EL,2017-05,101.56
HICP2015,CP-HI00,EL,2017-06,102.3
HICP2015,CP-HI00,EL,2017-07,101.08
HICP2015,CP-HI00,EL,2017-08,100.77
HICP2015,CP-HI00,EL,2017-09,101.93
HICP2015,CP-HI00,EL,2017-10,101.8
HICP2015,CP-HI00,EL,2017-11,100.9
HICP2015,CP-HI00,EL,2017-12,101.24
HICP2015,CP-HI00,EL,2018-01,100.0
HICP2015,CP-HI00,EL,2018-02,100.09
HICP2015,CP-HI00,EL,2018-03,101.26
HICP2015,CP-HI00,EL,2018-04,102.23
HICP2015,CP-HI00,EL,2018-05,102.33
HICP2015,CP-HI00,EL,2018-06,103.29
HICP2015,CP-HI00,EL,2018-07,101.87
HICP2015,CP-HI00,EL,2018-08,101.66
HICP2015,CP-HI00,EL,2018-09,103.08
HICP2015,CP-HI00,EL,2018-10,103.59
HICP2015,CP-HI00,EL,2018-11,101.96
HICP2015,CP-HI00,EL,2018-12,101.88
HICP2015,CP-HI00,EL,2019-01,100.54
HICP2015,CP-HI00,EL,2019-02,100.86
HICP2015,CP-HI00,EL,2019-03,102.32
HICP2015,CP-HI00,EL,2019-04,103.33
HICP2015,CP-HI00,EL,2019-05,102.93
HICP2015,CP-HI00,EL,2019-06,103.54
HICP2015,CP-HI00,EL,2019-07,102.32
HICP2015,CP-HI00,EL,2019-08,101.74
HICP2015,CP-HI00,EL,2019-09,103.3
HICP2015,CP-HI00,EL,2019-10,103.23
HICP2015,CP-HI00,EL,2019-11,102.51
HICP2015,CP-HI00,EL,2019-12,102.95
HICP2015,CP-HI00,EL,2020-01,101.63
HICP2015,CP-HI00,EL,2020-02,101.27
HICP2015,CP-HI00,EL,2020-03,102.51
HICP2015,CP-HI00,EL,2020-04,102.39
HICP2015,CP-HI00,EL,2020-05,102.23
HICP2015,CP-HI00,EL,2020-06,101.56
HICP2015,CP-HI00,EL,2020-07,100.17
HICP2015,CP-HI00,EL,2020-08,99.45
HICP2015,CP-HI00,EL,2020-09,100.91
HICP2015,CP-HI00,EL,2020-10,101.13
HICP2015,CP-HI00,EL,2020-11,100.31
HICP2015,CP-HI00,EL,2020-12,100.49
