unit,s_adj,nace_r2,indic,geo,TIME_PERIOD,OBS_VALUE
I20,SCA,B-F,LM-LCI-TOT,TR,2021-Q4,137.5
I20,SCA,B-F,LM-LCI-TOT,TR,2022-Q1,161.1
I20,SCA,B-F,LM-LCI-TOT,TR,2022-Q2,183.8
I20,SCA,B-F,LM-LCI-TOT,TR,2022-Q3,232.4
I20,SCA,B-F,LM-LCI-TOT,TR,2022-Q4,262.0
I20,SCA,B-F,LM-LCI-TOT,TR,2023-Q1,391.0
I20,SCA,B-F,LM-LCI-TOT,TR,2023-Q2,392.1
I20,SCA,B-F,LM-LCI-TOT,TR,2023-Q3,484.0
I20,SCA,B-F,LM-LCI-TOT,TR,2023-Q4,557.7
I20,SCA,B-F,LM-LCI-TOT,TR,2024-Q1,746.6
I20,SCA,B-N,LM-LCI-TOT,AT,2021-Q1,97.9
I20,SCA,B-N,LM-LCI-TOT,AT,2021-Q2,98.4
I20,SCA,B-N,LM-LCI-TOT,AT,2021-Q3,102.0
I20,SCA,B-N,LM-LCI-TOT,AT,2021-Q4,104.7
I20,SCA,B-N,LM-LCI-TOT,AT,2022-Q1,103.9
I20,SCA,B-N,LM-LCI-TOT,AT,2022-Q2,104.7
I20,SCA,B-N,LM-LCI-TOT,AT,2022-Q3,107.2
I20,SCA,B-N,LM-LCI-TOT,AT,2022-Q4,108.0
I20,SCA,B-N,LM-LCI-TOT,AT,2023-Q1,109.2
I20,SCA,B-N,LM-LCI-TOT,AT,2023-Q2,113.5
I20,SCA,B-N,LM-LCI-TOT,AT,2023-Q3,114.3
I20,SCA,B-N,LM-LCI-TOT,AT,2023-Q4,117.1
I20,SCA,B-N,LM-LCI-TOT,AT,2024-Q1,120.4
I20,SCA,B-N,LM-LCI-TOT,BE,2021-Q1,100.4
I20,SCA,B-N,LM-LCI-TOT,BE,2021-Q2,100.8
I20,SCA,B-N,LM-LCI-TOT,BE,2021-Q3,101.3
I20,SCA,B-N,LM-LCI-TOT,BE,2021-Q4,102.3
I20,SCA,B-N,LM-LCI-TOT,BE,2022-Q1,104.7
I20,SCA,B-N,LM-LCI-TOT,BE,2022-Q2,106.2
I20,SCA,B-N,LM-LCI-TOT,BE,2022-Q3,108.2
I20,SCA,B-N,LM-LCI-TOT,BE,2022-Q4,109.8
I20,SCA,B-N,LM-LCI-TOT,BE,2023-Q1,114.9
I20,SCA,B-N,LM-LCI-TOT,BE,2023-Q2,115.5
I20,SCA,B-N,LM-LCI-TOT,BE,2023-Q3,116.7
I20,SCA,B-N,LM-LCI-TOT,BE,2023-Q4,117.6
I20,SCA,B-N,LM-LCI-TOT,BE,2024-Q1,117.6
I20,SCA,B-N,LM-LCI-TOT,BG,2021-Q1,101.4
I20,SCA,B-N,LM-LCI-TOT,BG,2021-Q2,105.0
I20,SCA,B-N,LM-LCI-TOT,BG,2021-Q3,108.6
I20,SCA,B-N,LM-LCI-TOT,BG,2021-Q4,112.2
I20,SCA,B-N,LM-LCI-TOT,BG,2022-Q1,115.8
I20,SCA,B-N,LM-LCI-TOT,BG,2022-Q2,121.5
I20,SCA,B-N,LM-LCI-TOT,BG,2022-Q3,125.9
I20,SCA,B-N,LM-LCI-TOT,BG,2022-Q4,132.0
I20,SCA,B-N,LM-LCI-TOT,BG,2023-Q1,135.6
I20,SCA,B-N,LM-LCI-TOT,BG,2023-Q2,140.5
I20,SCA,B-N,LM-LCI-TOT,BG,2023-Q3,143.9
I20,SCA,B-N,LM-LCI-TOT,BG,2023-Q4,147.1
I20,SCA,B-N,LM-LCI-TOT,BG,2024-Q1,157.2
I20,SCA,B-N,LM-LCI-TOT,CY,2021-Q1,97.1
I20,SCA,B-N,LM-LCI-TOT,CY,2021-Q2,99.5
I20,SCA,B-N,LM-LCI-TOT,CY,2021-Q3,104.7
I20,SCA,B-N,LM-LCI-TOT,CY,2021-Q4,108.6
I20,SCA,B-N,LM-LCI-TOT,CY,2022-Q1,110.0
I20,SCA,B-N,LM-LCI-TOT,CY,2022-Q2,110.4
I20,SCA,B-N,LM-LCI-TOT,CY,2022-Q3,111.6
I20,SCA,B-N,LM-LCI-TOT,CY,2022-Q4,113.4
I20,SCA,B-N,LM-LCI-TOT,CY,2023-Q1,115.2
I20,SCA,B-N,LM-LCI-TOT,CY,2023-Q2,117.3
I20,SCA,B-N,LM-LCI-TOT,CY,2023-Q3,117.5
I20,SCA,B-N,LM-LCI-TOT,CY,2023-Q4,118.7
I20,SCA,B-N,LM-LCI-TOT,CY,2024-Q1,120.6
I20,SCA,B-N,LM-LCI-TOT,CZ,2021-Q1,94.3
I20,SCA,B-N,LM-LCI-TOT,CZ,2021-Q2,96.0
I20,SCA,B-N,LM-LCI-TOT,CZ,2021-Q3,103.5
I20,SCA,B-N,LM-LCI-TOT,CZ,2021-Q4,104.8
I20,SCA,B-N,LM-LCI-TOT,CZ,2022-Q1,101.5
I20,SCA,B-N,LM-LCI-TOT,CZ,2022-Q2,102.6
I20,SCA,B-N,LM-LCI-TOT,CZ,2022-Q3,104.0
I20,SCA,B-N,LM-LCI-TOT,CZ,2022-Q4,106.6
I20,SCA,B-N,LM-LCI-TOT,CZ,2023-Q1,109.0
I20,SCA,B-N,LM-LCI-TOT,CZ,2023-Q2,111.3
I20,SCA,B-N,LM-LCI-TOT,CZ,2023-Q3,113.1
I20,SCA,B-N,LM-LCI-TOT,CZ,2023-Q4,114.4
I20,SCA,B-N,LM-LCI-TOT,CZ,2024-Q1,116.3
I20,SCA,B-N,LM-LCI-TOT,DE,2021-Q1,97.8
I20,SCA,B-N,LM-LCI-TOT,DE,2021-Q2,98.9
I20,SCA,B-N,LM-LCI-TOT,DE,2021-Q3,103.7
I20,SCA,B-N,LM-LCI-TOT,DE,2021-Q4,103.3
I20,SCA,B-N,LM-LCI-TOT,DE,2022-Q1,103.0
I20,SCA,B-N,LM-LCI-TOT,DE,2022-Q2,107.5
I20,SCA,B-N,LM-LCI-TOT,DE,2022-Q3,106.3
I20,SCA,B-N,LM-LCI-TOT,DE,2022-Q4,111.4
I20,SCA,B-N,LM-LCI-TOT,DE,2023-Q1,110.0
I20,SCA,B-N,LM-LCI-TOT,DE,2023-Q2,111.2
I20,SCA,B-N,LM-LCI-TOT,DE,2023-Q3,112.6
I20,SCA,B-N,LM-LCI-TOT,DE,2023-Q4,114.2
I20,SCA,B-N,LM-LCI-TOT,DE,2024-Q1,116.4
I20,SCA,B-N,LM-LCI-TOT,DK,2021-Q1,105.4
I20,SCA,B-N,LM-LCI-TOT,DK,2021-Q2,101.1
I20,SCA,B-N,LM-LCI-TOT,DK,2021-Q3,101.6
I20,SCA,B-N,LM-LCI-TOT,DK,2021-Q4,101.8
I20,SCA,B-N,LM-LCI-TOT,DK,2022-Q1,103.6
I20,SCA,B-N,LM-LCI-TOT,DK,2022-Q2,104.8
I20,SCA,B-N,LM-LCI-TOT,DK,2022-Q3,105.9
I20,SCA,B-N,LM-LCI-TOT,DK,2022-Q4,106.7
I20,SCA,B-N,LM-LCI-TOT,DK,2023-Q1,106.9
I20,SCA,B-N,LM-LCI-TOT,DK,2023-Q2,107.9
I20,SCA,B-N,LM-LCI-TOT,DK,2023-Q3,109.0
I20,SCA,B-N,LM-LCI-TOT,DK,2023-Q4,109.4
I20,SCA,B-N,LM-LCI-TOT,DK,2024-Q1,109.9
I20,SCA,B-N,LM-LCI-TOT,EA,2021-Q1,99.7
I20,SCA,B-N,LM-LCI-TOT,EA,2021-Q2,99.1
I20,SCA,B-N,LM-LCI-TOT,EA,2021-Q3,102.0
I20,SCA,B-N,LM-LCI-TOT,EA,2021-Q4,102.8
I20,SCA,B-N,LM-LCI-TOT,EA,2022-Q1,104.0
I20,SCA,B-N,LM-LCI-TOT,EA,2022-Q2,105.1
I20,SCA,B-N,LM-LCI-TOT,EA,2022-Q3,105.8
I20,SCA,B-N,LM-LCI-TOT,EA,2022-Q4,108.6
I20,SCA,B-N,LM-LCI-TOT,EA,2023-Q1,109.5
I20,SCA,B-N,LM-LCI-TOT,EA,2023-Q2,110.5
I20,SCA,B-N,LM-LCI-TOT,EA,2023-Q3,112.0
I20,SCA,B-N,LM-LCI-TOT,EA,2023-Q4,113.2
I20,SCA,B-N,LM-LCI-TOT,EA,2024-Q1,114.6
I20,SCA,B-N,LM-LCI-TOT,EA19,2021-Q1,99.7
I20,SCA,B-N,LM-LCI-TOT,EA19,2021-Q2,99.1
I20,SCA,B-N,LM-LCI-TOT,EA19,2021-Q3,102.0
I20,SCA,B-N,LM-LCI-TOT,EA19,2021-Q4,102.8
I20,SCA,B-N,LM-LCI-TOT,EA19,2022-Q1,104.0
I20,SCA,B-N,LM-LCI-TOT,EA19,2022-Q2,105.1
I20,SCA,B-N,LM-LCI-TOT,EA19,2022-Q3,105.8
I20,SCA,B-N,LM-LCI-TOT,EA19,2022-Q4,108.6
I20,SCA,B-N,LM-LCI-TOT,EA19,2023-Q1,109.5
I20,SCA,B-N,LM-LCI-TOT,EA19,2023-Q2,110.4
I20,SCA,B-N,LM-LCI-TOT,EA19,2023-Q3,111.9
I20,SCA,B-N,LM-LCI-TOT,EA19,2023-Q4,113.1
I20,SCA,B-N,LM-LCI-TOT,EA19,2024-Q1,114.6
I20,SCA,B-N,LM-LCI-TOT,EA20,2021-Q1,99.7
I20,SCA,B-N,LM-LCI-TOT,EA20,2021-Q2,99.1
I20,SCA,B-N,LM-LCI-TOT,EA20,2021-Q3,102.0
I20,SCA,B-N,LM-LCI-TOT,EA20,2021-Q4,102.8
I20,SCA,B-N,LM-LCI-TOT,EA20,2022-Q1,104.0
I20,SCA,B-N,LM-LCI-TOT,EA20,2022-Q2,105.1
I20,SCA,B-N,LM-LCI-TOT,EA20,2022-Q3,105.8
I20,SCA,B-N,LM-LCI-TOT,EA20,2022-Q4,108.6
I20,SCA,B-N,LM-LCI-TOT,EA20,2023-Q1,109.5
I20,SCA,B-N,LM-LCI-TOT,EA20,2023-Q2,110.5
I20,SCA,B-N,LM-LCI-TOT,EA20,2023-Q3,112.0
I20,SCA,B-N,LM-LCI-TOT,EA20,2023-Q4,113.2
I20,SCA,B-N,LM-LCI-TOT,EA20,2024-Q1,114.6
I20,SCA,B-N,LM-LCI-TOT,EE,2021-Q1,103.7
I20,SCA,B-N,LM-LCI-TOT,EE,2021-Q2,104.5
I20,SCA,B-N,LM-LCI-TOT,EE,2021-Q3,107.9
I20,SCA,B-N,LM-LCI-TOT,EE,2021-Q4,109.5
I20,SCA,B-N,LM-LCI-TOT,EE,2022-Q1,113.4
I20,SCA,B-N,LM-LCI-TOT,EE,2022-Q2,115.6
I20,SCA,B-N,LM-LCI-TOT,EE,2022-Q3,117.6
I20,SCA,B-N,LM-LCI-TOT,EE,2022-Q4,121.5
I20,SCA,B-N,LM-LCI-TOT,EE,2023-Q1,125.6
I20,SCA,B-N,LM-LCI-TOT,EE,2023-Q2,128.9
I20,SCA,B-N,LM-LCI-TOT,EE,2023-Q3,129.2
I20,SCA,B-N,LM-LCI-TOT,EE,2023-Q4,131.9
I20,SCA,B-N,LM-LCI-TOT,EE,2024-Q1,134.7
I20,SCA,B-N,LM-LCI-TOT,EL,2021-Q1,101.1
I20,SCA,B-N,LM-LCI-TOT,EL,2021-Q2,102.2
I20,SCA,B-N,LM-LCI-TOT,EL,2021-Q3,98.7
I20,SCA,B-N,LM-LCI-TOT,EL,2021-Q4,101.4
I20,SCA,B-N,LM-LCI-TOT,EL,2022-Q1,103.0
I20,SCA,B-N,LM-LCI-TOT,EL,2022-Q2,108.2
I20,SCA,B-N,LM-LCI-TOT,EL,2022-Q3,113.0
I20,SCA,B-N,LM-LCI-TOT,EL,2022-Q4,112.7
I20,SCA,B-N,LM-LCI-TOT,EL,2023-Q1,113.3
I20,SCA,B-N,LM-LCI-TOT,EL,2023-Q2,116.1
I20,SCA,B-N,LM-LCI-TOT,EL,2023-Q3,122.2
I20,SCA,B-N,LM-LCI-TOT,EL,2023-Q4,122.1
I20,SCA,B-N,LM-LCI-TOT,EL,2024-Q1,125.4
I20,SCA,B-N,LM-LCI-TOT,ES,2021-Q1,99.8
I20,SCA,B-N,LM-LCI-TOT,ES,2021-Q2,99.6
I20,SCA,B-N,LM-LCI-TOT,ES,2021-Q3,99.9
I20,SCA,B-N,LM-LCI-TOT,ES,2021-Q4,100.7
I20,SCA,B-N,LM-LCI-TOT,ES,2022-Q1,101.7
I20,SCA,B-N,LM-LCI-TOT,ES,2022-Q2,102.0
I20,SCA,B-N,LM-LCI-TOT,ES,2022-Q3,103.0
I20,SCA,B-N,LM-LCI-TOT,ES,2022-Q4,103.9
I20,SCA,B-N,LM-LCI-TOT,ES,2023-Q1,106.3
I20,SCA,B-N,LM-LCI-TOT,ES,2023-Q2,107.7
I20,SCA,B-N,LM-LCI-TOT,ES,2023-Q3,109.1
I20,SCA,B-N,LM-LCI-TOT,ES,2023-Q4,110.6
I20,SCA,B-N,LM-LCI-TOT,ES,2024-Q1,111.5
I20,SCA,B-N,LM-LCI-TOT,EU,2021-Q1,100.2
I20,SCA,B-N,LM-LCI-TOT,EU,2021-Q2,99.6
I20,SCA,B-N,LM-LCI-TOT,EU,2021-Q3,102.4
I20,SCA,B-N,LM-LCI-TOT,EU,2021-Q4,103.4
I20,SCA,B-N,LM-LCI-TOT,EU,2022-Q1,104.7
I20,SCA,B-N,LM-LCI-TOT,EU,2022-Q2,105.9
I20,SCA,B-N,LM-LCI-TOT,EU,2022-Q3,106.8
I20,SCA,B-N,LM-LCI-TOT,EU,2022-Q4,109.5
I20,SCA,B-N,LM-LCI-TOT,EU,2023-Q1,110.6
I20,SCA,B-N,LM-LCI-TOT,EU,2023-Q2,111.8
I20,SCA,B-N,LM-LCI-TOT,EU,2023-Q3,113.3
I20,SCA,B-N,LM-LCI-TOT,EU,2023-Q4,114.7
I20,SCA,B-N,LM-LCI-TOT,EU,2024-Q1,116.3
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2021-Q1,100.1
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2021-Q2,99.6
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2021-Q3,102.4
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2021-Q4,103.4
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2022-Q1,104.7
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2022-Q2,105.9
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2022-Q3,106.8
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2022-Q4,109.5
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2023-Q1,110.6
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2023-Q2,111.8
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2023-Q3,113.4
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2023-Q4,114.8
I20,SCA,B-N,LM-LCI-TOT,EU27_2020,2024-Q1,116.4
I20,SCA,B-N,LM-LCI-TOT,FI,2021-Q1,103.3
I20,SCA,B-N,LM-LCI-TOT,FI,2021-Q2,103.3
I20,SCA,B-N,LM-LCI-TOT,FI,2021-Q3,104.2
I20,SCA,B-N,LM-LCI-TOT,FI,2021-Q4,104.0
I20,SCA,B-N,LM-LCI-TOT,FI,2022-Q1,106.7
I20,SCA,B-N,LM-LCI-TOT,FI,2022-Q2,105.8
I20,SCA,B-N,LM-LCI-TOT,FI,2022-Q3,105.5
I20,SCA,B-N,LM-LCI-TOT,FI,2022-Q4,107.4
I20,SCA,B-N,LM-LCI-TOT,FI,2023-Q1,107.6
I20,SCA,B-N,LM-LCI-TOT,FI,2023-Q2,110.4
I20,SCA,B-N,LM-LCI-TOT,FI,2023-Q3,110.5
I20,SCA,B-N,LM-LCI-TOT,FI,2023-Q4,112.5
I20,SCA,B-N,LM-LCI-TOT,FI,2024-Q1,110.3
I20,SCA,B-N,LM-LCI-TOT,FR,2021-Q1,99.6
I20,SCA,B-N,LM-LCI-TOT,FR,2021-Q2,100.4
I20,SCA,B-N,LM-LCI-TOT,FR,2021-Q3,101.2
I20,SCA,B-N,LM-LCI-TOT,FR,2021-Q4,101.9
I20,SCA,B-N,LM-LCI-TOT,FR,2022-Q1,103.5
I20,SCA,B-N,LM-LCI-TOT,FR,2022-Q2,103.7
I20,SCA,B-N,LM-LCI-TOT,FR,2022-Q3,105.0
I20,SCA,B-N,LM-LCI-TOT,FR,2022-Q4,106.6
I20,SCA,B-N,LM-LCI-TOT,FR,2023-Q1,107.5
I20,SCA,B-N,LM-LCI-TOT,FR,2023-Q2,108.3
I20,SCA,B-N,LM-LCI-TOT,FR,2023-Q3,109.3
I20,SCA,B-N,LM-LCI-TOT,FR,2023-Q4,110.2
I20,SCA,B-N,LM-LCI-TOT,FR,2024-Q1,110.6
I20,SCA,B-N,LM-LCI-TOT,HR,2021-Q1,100.2
I20,SCA,B-N,LM-LCI-TOT,HR,2021-Q2,101.5
I20,SCA,B-N,LM-LCI-TOT,HR,2021-Q3,103.4
I20,SCA,B-N,LM-LCI-TOT,HR,2021-Q4,105.8
I20,SCA,B-N,LM-LCI-TOT,HR,2022-Q1,108.4
I20,SCA,B-N,LM-LCI-TOT,HR,2022-Q2,110.2
I20,SCA,B-N,LM-LCI-TOT,HR,2022-Q3,112.9
I20,SCA,B-N,LM-LCI-TOT,HR,2022-Q4,115.3
I20,SCA,B-N,LM-LCI-TOT,HR,2023-Q1,120.9
I20,SCA,B-N,LM-LCI-TOT,HR,2023-Q2,126.2
I20,SCA,B-N,LM-LCI-TOT,HR,2023-Q3,129.8
I20,SCA,B-N,LM-LCI-TOT,HR,2023-Q4,132.1
I20,SCA,B-N,LM-LCI-TOT,HR,2024-Q1,135.5
I20,SCA,B-N,LM-LCI-TOT,HU,2021-Q1,102.1
I20,SCA,B-N,LM-LCI-TOT,HU,2021-Q2,103.9
I20,SCA,B-N,LM-LCI-TOT,HU,2021-Q3,107.8
I20,SCA,B-N,LM-LCI-TOT,HU,2021-Q4,110.5
I20,SCA,B-N,LM-LCI-TOT,HU,2022-Q1,113.8
I20,SCA,B-N,LM-LCI-TOT,HU,2022-Q2,116.8
I20,SCA,B-N,LM-LCI-TOT,HU,2022-Q3,121.9
I20,SCA,B-N,LM-LCI-TOT,HU,2022-Q4,127.1
I20,SCA,B-N,LM-LCI-TOT,HU,2023-Q1,132.7
I20,SCA,B-N,LM-LCI-TOT,HU,2023-Q2,138.0
I20,SCA,B-N,LM-LCI-TOT,HU,2023-Q3,141.2
I20,SCA,B-N,LM-LCI-TOT,HU,2023-Q4,146.9
I20,SCA,B-N,LM-LCI-TOT,HU,2024-Q1,151.1
I20,SCA,B-N,LM-LCI-TOT,IE,2021-Q1,102.0
I20,SCA,B-N,LM-LCI-TOT,IE,2021-Q2,102.0
I20,SCA,B-N,LM-LCI-TOT,IE,2021-Q3,104.8
I20,SCA,B-N,LM-LCI-TOT,IE,2021-Q4,108.1
I20,SCA,B-N,LM-LCI-TOT,IE,2022-Q1,111.3
I20,SCA,B-N,LM-LCI-TOT,IE,2022-Q2,114.6
I20,SCA,B-N,LM-LCI-TOT,IE,2022-Q3,115.6
I20,SCA,B-N,LM-LCI-TOT,IE,2022-Q4,117.5
I20,SCA,B-N,LM-LCI-TOT,IE,2023-Q1,127.6
I20,SCA,B-N,LM-LCI-TOT,IE,2023-Q2,129.9
I20,SCA,B-N,LM-LCI-TOT,IE,2023-Q3,131.2
I20,SCA,B-N,LM-LCI-TOT,IE,2023-Q4,134.7
I20,SCA,B-N,LM-LCI-TOT,IE,2024-Q1,135.5
I20,SCA,B-N,LM-LCI-TOT,IS,2021-Q1,106.5
I20,SCA,B-N,LM-LCI-TOT,IS,2021-Q2,107.7
I20,SCA,B-N,LM-LCI-TOT,IS,2021-Q3,107.5
I20,SCA,B-N,LM-LCI-TOT,IS,2021-Q4,110.4
I20,SCA,B-N,LM-LCI-TOT,IS,2022-Q1,112.8
I20,SCA,B-N,LM-LCI-TOT,IS,2022-Q2,115.4
I20,SCA,B-N,LM-LCI-TOT,IS,2022-Q3,116.5
I20,SCA,B-N,LM-LCI-TOT,IS,2022-Q4,119.6
I20,SCA,B-N,LM-LCI-TOT,IS,2023-Q1,122.7
I20,SCA,B-N,LM-LCI-TOT,IS,2023-Q2,125.4
I20,SCA,B-N,LM-LCI-TOT,IS,2023-Q3,127.2
I20,SCA,B-N,LM-LCI-TOT,IS,2023-Q4,129.9
I20,SCA,B-N,LM-LCI-TOT,IS,2024-Q1,134.6
I20,SCA,B-N,LM-LCI-TOT,IT,2021-Q1,98.1
I20,SCA,B-N,LM-LCI-TOT,IT,2021-Q2,98.3
I20,SCA,B-N,LM-LCI-TOT,IT,2021-Q3,99.3
I20,SCA,B-N,LM-LCI-TOT,IT,2021-Q4,99.0
I20,SCA,B-N,LM-LCI-TOT,IT,2022-Q1,100.0
I20,SCA,B-N,LM-LCI-TOT,IT,2022-Q2,99.7
I20,SCA,B-N,LM-LCI-TOT,IT,2022-Q3,100.2
I20,SCA,B-N,LM-LCI-TOT,IT,2022-Q4,101.4
I20,SCA,B-N,LM-LCI-TOT,IT,2023-Q1,101.8
I20,SCA,B-N,LM-LCI-TOT,IT,2023-Q2,103.0
I20,SCA,B-N,LM-LCI-TOT,IT,2023-Q3,103.3
I20,SCA,B-N,LM-LCI-TOT,IT,2023-Q4,103.6
I20,SCA,B-N,LM-LCI-TOT,IT,2024-Q1,103.5
I20,SCA,B-N,LM-LCI-TOT,LT,2021-Q1,107.0
I20,SCA,B-N,LM-LCI-TOT,LT,2021-Q2,109.5
I20,SCA,B-N,LM-LCI-TOT,LT,2021-Q3,112.3
I20,SCA,B-N,LM-LCI-TOT,LT,2021-Q4,115.4
I20,SCA,B-N,LM-LCI-TOT,LT,2022-Q1,120.0
I20,SCA,B-N,LM-LCI-TOT,LT,2022-Q2,124.0
I20,SCA,B-N,LM-LCI-TOT,LT,2022-Q3,128.5
I20,SCA,B-N,LM-LCI-TOT,LT,2022-Q4,133.1
I20,SCA,B-N,LM-LCI-TOT,LT,2023-Q1,136.8
I20,SCA,B-N,LM-LCI-TOT,LT,2023-Q2,139.8
I20,SCA,B-N,LM-LCI-TOT,LT,2023-Q3,143.9
I20,SCA,B-N,LM-LCI-TOT,LT,2023-Q4,148.0
I20,SCA,B-N,LM-LCI-TOT,LT,2024-Q1,150.9
I20,SCA,B-N,LM-LCI-TOT,LU,2021-Q1,101.4
I20,SCA,B-N,LM-LCI-TOT,LU,2021-Q2,100.9
I20,SCA,B-N,LM-LCI-TOT,LU,2021-Q3,102.6
I20,SCA,B-N,LM-LCI-TOT,LU,2021-Q4,104.8
I20,SCA,B-N,LM-LCI-TOT,LU,2022-Q1,107.3
I20,SCA,B-N,LM-LCI-TOT,LU,2022-Q2,107.3
I20,SCA,B-N,LM-LCI-TOT,LU,2022-Q3,107.7
I20,SCA,B-N,LM-LCI-TOT,LU,2022-Q4,108.4
I20,SCA,B-N,LM-LCI-TOT,LU,2023-Q1,111.2
I20,SCA,B-N,LM-LCI-TOT,LU,2023-Q2,112.7
I20,SCA,B-N,LM-LCI-TOT,LU,2023-Q3,115.6
I20,SCA,B-N,LM-LCI-TOT,LU,2023-Q4,116.6
I20,SCA,B-N,LM-LCI-TOT,LU,2024-Q1,116.7
I20,SCA,B-N,LM-LCI-TOT,LV,2021-Q1,99.5
I20,SCA,B-N,LM-LCI-TOT,LV,2021-Q2,101.6
I20,SCA,B-N,LM-LCI-TOT,LV,2021-Q3,105.4
I20,SCA,B-N,LM-LCI-TOT,LV,2021-Q4,107.8
I20,SCA,B-N,LM-LCI-TOT,LV,2022-Q1,112.2
I20,SCA,B-N,LM-LCI-TOT,LV,2022-Q2,110.0
I20,SCA,B-N,LM-LCI-TOT,LV,2022-Q3,111.5
I20,SCA,B-N,LM-LCI-TOT,LV,2022-Q4,115.8
I20,SCA,B-N,LM-LCI-TOT,LV,2023-Q1,118.9
I20,SCA,B-N,LM-LCI-TOT,LV,2023-Q2,123.9
I20,SCA,B-N,LM-LCI-TOT,LV,2023-Q3,125.3
I20,SCA,B-N,LM-LCI-TOT,LV,2023-Q4,128.3
I20,SCA,B-N,LM-LCI-TOT,LV,2024-Q1,134.5
I20,SCA,B-N,LM-LCI-TOT,MT,2021-Q1,100.4
I20,SCA,B-N,LM-LCI-TOT,MT,2021-Q2,102.0
I20,SCA,B-N,LM-LCI-TOT,MT,2021-Q3,102.9
I20,SCA,B-N,LM-LCI-TOT,MT,2021-Q4,104.0
I20,SCA,B-N,LM-LCI-TOT,MT,2022-Q1,106.3
I20,SCA,B-N,LM-LCI-TOT,MT,2022-Q2,111.1
I20,SCA,B-N,LM-LCI-TOT,MT,2022-Q3,113.5
I20,SCA,B-N,LM-LCI-TOT,MT,2022-Q4,114.8
I20,SCA,B-N,LM-LCI-TOT,MT,2023-Q1,119.7
I20,SCA,B-N,LM-LCI-TOT,MT,2023-Q2,120.4
I20,SCA,B-N,LM-LCI-TOT,MT,2023-Q3,118.8
I20,SCA,B-N,LM-LCI-TOT,MT,2023-Q4,119.8
I20,SCA,B-N,LM-LCI-TOT,MT,2024-Q1,125.1
I20,SCA,B-N,LM-LCI-TOT,NL,2021-Q1,99.3
I20,SCA,B-N,LM-LCI-TOT,NL,2021-Q2,100.4
I20,SCA,B-N,LM-LCI-TOT,NL,2021-Q3,103.5
I20,SCA,B-N,LM-LCI-TOT,NL,2021-Q4,103.4
I20,SCA,B-N,LM-LCI-TOT,NL,2022-Q1,105.2
I20,SCA,B-N,LM-LCI-TOT,NL,2022-Q2,107.8
I20,SCA,B-N,LM-LCI-TOT,NL,2022-Q3,108.5
I20,SCA,B-N,LM-LCI-TOT,NL,2022-Q4,110.6
I20,SCA,B-N,LM-LCI-TOT,NL,2023-Q1,111.8
I20,SCA,B-N,LM-LCI-TOT,NL,2023-Q2,114.2
I20,SCA,B-N,LM-LCI-TOT,NL,2023-Q3,115.9
I20,SCA,B-N,LM-LCI-TOT,NL,2023-Q4,117.0
I20,SCA,B-N,LM-LCI-TOT,NL,2024-Q1,119.8
I20,SCA,B-N,LM-LCI-TOT,NO,2021-Q1,105.0
I20,SCA,B-N,LM-LCI-TOT,NO,2021-Q2,104.8
I20,SCA,B-N,LM-LCI-TOT,NO,2021-Q3,102.9
I20,SCA,B-N,LM-LCI-TOT,NO,2021-Q4,101.5
I20,SCA,B-N,LM-LCI-TOT,NO,2022-Q1,105.6
I20,SCA,B-N,LM-LCI-TOT,NO,2022-Q2,104.6
I20,SCA,B-N,LM-LCI-TOT,NO,2022-Q3,105.8
I20,SCA,B-N,LM-LCI-TOT,NO,2022-Q4,108.0
I20,SCA,B-N,LM-LCI-TOT,NO,2023-Q1,109.4
I20,SCA,B-N,LM-LCI-TOT,NO,2023-Q2,113.2
I20,SCA,B-N,LM-LCI-TOT,NO,2023-Q3,113.4
I20,SCA,B-N,LM-LCI-TOT,NO,2023-Q4,116.6
I20,SCA,B-N,LM-LCI-TOT,NO,2024-Q1,115.2
I20,SCA,B-N,LM-LCI-TOT,PL,2021-Q1,103.5
I20,SCA,B-N,LM-LCI-TOT,PL,2021-Q2,106.2
I20,SCA,B-N,LM-LCI-TOT,PL,2021-Q3,109.1
I20,SCA,B-N,LM-LCI-TOT,PL,2021-Q4,112.5
I20,SCA,B-N,LM-LCI-TOT,PL,2022-Q1,116.4
I20,SCA,B-N,LM-LCI-TOT,PL,2022-Q2,119.7
I20,SCA,B-N,LM-LCI-TOT,PL,2022-Q3,123.8
I20,SCA,B-N,LM-LCI-TOT,PL,2022-Q4,124.8
I20,SCA,B-N,LM-LCI-TOT,PL,2023-Q1,129.3
I20,SCA,B-N,LM-LCI-TOT,PL,2023-Q2,134.7
I20,SCA,B-N,LM-LCI-TOT,PL,2023-Q3,137.9
