unit,s_adj,nace_r2,indic,geo,TIME_PERIOD,OBS_VALUE
I20,SCA,H,LM-LCI-TOT,HR,2021-Q4,98.4
I20,SCA,H,LM-LCI-TOT,HR,2022-Q1,101.3
I20,SCA,H,LM-LCI-TOT,HR,2022-Q2,103.2
I20,SCA,H,LM-LCI-TOT,HR,2022-Q3,105.7
I20,SCA,H,LM-LCI-TOT,HR,2022-Q4,108.3
I20,SCA,H,LM-LCI-TOT,HR,2023-Q1,115.2
I20,SCA,H,LM-LCI-TOT,HR,2023-Q2,118.7
I20,SCA,H,LM-LCI-TOT,HR,2023-Q3,121.5
I20,SCA,H,LM-LCI-TOT,HR,2023-Q4,123.9
I20,SCA,H,LM-LCI-TOT,HR,2024-Q1,127.5
I20,SCA,H,LM-LCI-TOT,HU,2021-Q1,101.4
I20,SCA,H,LM-LCI-TOT,HU,2021-Q2,101.2
I20,SCA,H,LM-LCI-TOT,HU,2021-Q3,105.6
I20,SCA,H,LM-LCI-TOT,HU,2021-Q4,108.4
I20,SCA,H,LM-LCI-TOT,HU,2022-Q1,116.3
I20,SCA,H,LM-LCI-TOT,HU,2022-Q2,114.6
I20,SCA,H,LM-LCI-TOT,HU,2022-Q3,120.1
I20,SCA,H,LM-LCI-TOT,HU,2022-Q4,124.1
I20,SCA,H,LM-LCI-TOT,HU,2023-Q1,128.1
I20,SCA,H,LM-LCI-TOT,HU,2023-Q2,134.1
I20,SCA,H,LM-LCI-TOT,HU,2023-Q3,135.7
I20,SCA,H,LM-LCI-TOT,HU,2023-Q4,139.9
I20,SCA,H,LM-LCI-TOT,HU,2024-Q1,148.6
I20,SCA,H,LM-LCI-TOT,IE,2021-Q1,94.0
I20,SCA,H,LM-LCI-TOT,IE,2021-Q2,94.9
I20,SCA,H,LM-LCI-TOT,IE,2021-Q3,97.2
I20,SCA,H,LM-LCI-TOT,IE,2021-Q4,96.6
I20,SCA,H,LM-LCI-TOT,IE,2022-Q1,105.5
I20,SCA,H,LM-LCI-TOT,IE,2022-Q2,110.6
I20,SCA,H,LM-LCI-TOT,IE,2022-Q3,112.0
I20,SCA,H,LM-LCI-TOT,IE,2022-Q4,115.6
I20,SCA,H,LM-LCI-TOT,IE,2023-Q1,125.5
I20,SCA,H,LM-LCI-TOT,IE,2023-Q2,127.4
I20,SCA,H,LM-LCI-TOT,IE,2023-Q3,126.0
I20,SCA,H,LM-LCI-TOT,IE,2023-Q4,130.1
I20,SCA,H,LM-LCI-TOT,IE,2024-Q1,129.0
I20,SCA,H,LM-LCI-TOT,IS,2021-Q1,103.2
I20,SCA,H,LM-LCI-TOT,IS,2021-Q2,106.5
I20,SCA,H,LM-LCI-TOT,IS,2021-Q3,105.3
I20,SCA,H,LM-LCI-TOT,IS,2021-Q4,108.5
I20,SCA,H,LM-LCI-TOT,IS,2022-Q1,110.9
I20,SCA,H,LM-LCI-TOT,IS,2022-Q2,111.9
I20,SCA,H,LM-LCI-TOT,IS,2022-Q3,112.9
I20,SCA,H,LM-LCI-TOT,IS,2022-Q4,116.3
I20,SCA,H,LM-LCI-TOT,IS,2023-Q1,120.1
I20,SCA,H,LM-LCI-TOT,IS,2023-Q2,122.1
I20,SCA,H,LM-LCI-TOT,IS,2023-Q3,124.2
I20,SCA,H,LM-LCI-TOT,IS,2023-Q4,126.1
I20,SCA,H,LM-LCI-TOT,IS,2024-Q1,127.5
I20,SCA,H,LM-LCI-TOT,IT,2021-Q1,97.1
I20,SCA,H,LM-LCI-TOT,IT,2021-Q2,98.9
I20,SCA,H,LM-LCI-TOT,IT,2021-Q3,100.1
I20,SCA,H,LM-LCI-TOT,IT,2021-Q4,99.9
I20,SCA,H,LM-LCI-TOT,IT,2022-Q1,99.2
I20,SCA,H,LM-LCI-TOT,IT,2022-Q2,99.1
I20,SCA,H,LM-LCI-TOT,IT,2022-Q3,97.9
I20,SCA,H,LM-LCI-TOT,IT,2022-Q4,99.8
I20,SCA,H,LM-LCI-TOT,IT,2023-Q1,101.0
I20,SCA,H,LM-LCI-TOT,IT,2023-Q2,103.0
I20,SCA,H,LM-LCI-TOT,IT,2023-Q3,102.9
I20,SCA,H,LM-LCI-TOT,IT,2023-Q4,103.7
I20,SCA,H,LM-LCI-TOT,IT,2024-Q1,103.1
I20,SCA,H,LM-LCI-TOT,LT,2021-Q1,101.8
I20,SCA,H,LM-LCI-TOT,LT,2021-Q2,102.1
I20,SCA,H,LM-LCI-TOT,LT,2021-Q3,104.0
I20,SCA,H,LM-LCI-TOT,LT,2021-Q4,104.5
I20,SCA,H,LM-LCI-TOT,LT,2022-Q1,108.5
I20,SCA,H,LM-LCI-TOT,LT,2022-Q2,112.9
I20,SCA,H,LM-LCI-TOT,LT,2022-Q3,116.5
I20,SCA,H,LM-LCI-TOT,LT,2022-Q4,121.8
I20,SCA,H,LM-LCI-TOT,LT,2023-Q1,126.1
I20,SCA,H,LM-LCI-TOT,LT,2023-Q2,129.5
I20,SCA,H,LM-LCI-TOT,LT,2023-Q3,132.8
I20,SCA,H,LM-LCI-TOT,LT,2023-Q4,135.6
I20,SCA,H,LM-LCI-TOT,LT,2024-Q1,139.7
I20,SCA,H,LM-LCI-TOT,LU,2021-Q1,105.7
I20,SCA,H,LM-LCI-TOT,LU,2021-Q2,101.9
I20,SCA,H,LM-LCI-TOT,LU,2021-Q3,104.3
I20,SCA,H,LM-LCI-TOT,LU,2021-Q4,106.4
I20,SCA,H,LM-LCI-TOT,LU,2022-Q1,109.1
I20,SCA,H,LM-LCI-TOT,LU,2022-Q2,115.8
I20,SCA,H,LM-LCI-TOT,LU,2022-Q3,110.5
I20,SCA,H,LM-LCI-TOT,LU,2022-Q4,111.9
I20,SCA,H,LM-LCI-TOT,LU,2023-Q1,114.8
I20,SCA,H,LM-LCI-TOT,LU,2023-Q2,123.2
I20,SCA,H,LM-LCI-TOT,LU,2023-Q3,119.7
I20,SCA,H,LM-LCI-TOT,LU,2023-Q4,121.3
I20,SCA,H,LM-LCI-TOT,LU,2024-Q1,122.8
I20,SCA,H,LM-LCI-TOT,LV,2021-Q1,98.7
I20,SCA,H,LM-LCI-TOT,LV,2021-Q2,98.2
I20,SCA,H,LM-LCI-TOT,LV,2021-Q3,102.3
I20,SCA,H,LM-LCI-TOT,LV,2021-Q4,105.0
I20,SCA,H,LM-LCI-TOT,LV,2022-Q1,107.9
I20,SCA,H,LM-LCI-TOT,LV,2022-Q2,108.1
I20,SCA,H,LM-LCI-TOT,LV,2022-Q3,111.0
I20,SCA,H,LM-LCI-TOT,LV,2022-Q4,114.6
I20,SCA,H,LM-LCI-TOT,LV,2023-Q1,115.9
I20,SCA,H,LM-LCI-TOT,LV,2023-Q2,126.3
I20,SCA,H,LM-LCI-TOT,LV,2023-Q3,127.5
I20,SCA,H,LM-LCI-TOT,LV,2023-Q4,129.6
I20,SCA,H,LM-LCI-TOT,LV,2024-Q1,134.4
I20,SCA,H,LM-LCI-TOT,MT,2021-Q1,96.6
I20,SCA,H,LM-LCI-TOT,MT,2021-Q2,98.0
I20,SCA,H,LM-LCI-TOT,MT,2021-Q3,105.0
I20,SCA,H,LM-LCI-TOT,MT,2021-Q4,103.8
I20,SCA,H,LM-LCI-TOT,MT,2022-Q1,111.4
I20,SCA,H,LM-LCI-TOT,MT,2022-Q2,133.8
I20,SCA,H,LM-LCI-TOT,MT,2022-Q3,121.3
I20,SCA,H,LM-LCI-TOT,MT,2022-Q4,123.5
I20,SCA,H,LM-LCI-TOT,MT,2023-Q1,137.8
I20,SCA,H,LM-LCI-TOT,MT,2023-Q2,143.8
I20,SCA,H,LM-LCI-TOT,MT,2023-Q3,135.0
I20,SCA,H,LM-LCI-TOT,MT,2023-Q4,143.4
I20,SCA,H,LM-LCI-TOT,MT,2024-Q1,137.0
I20,SCA,H,LM-LCI-TOT,NL,2021-Q1,92.9
I20,SCA,H,LM-LCI-TOT,NL,2021-Q2,99.0
I20,SCA,H,LM-LCI-TOT,NL,2021-Q3,99.2
I20,SCA,H,LM-LCI-TOT,NL,2021-Q4,100.1
I20,SCA,H,LM-LCI-TOT,NL,2022-Q1,102.0
I20,SCA,H,LM-LCI-TOT,NL,2022-Q2,105.1
I20,SCA,H,LM-LCI-TOT,NL,2022-Q3,107.4
I20,SCA,H,LM-LCI-TOT,NL,2022-Q4,110.8
I20,SCA,H,LM-LCI-TOT,NL,2023-Q1,112.5
I20,SCA,H,LM-LCI-TOT,NL,2023-Q2,114.9
I20,SCA,H,LM-LCI-TOT,NL,2023-Q3,117.2
I20,SCA,H,LM-LCI-TOT,NL,2023-Q4,118.0
I20,SCA,H,LM-LCI-TOT,NL,2024-Q1,
I20,SCA,H,LM-LCI-TOT,NO,2021-Q1,104.6
I20,SCA,H,LM-LCI-TOT,NO,2021-Q2,109.1
I20,SCA,H,LM-LCI-TOT,NO,2021-Q3,105.3
I20,SCA,H,LM-LCI-TOT,NO,2021-Q4,100.2
I20,SCA,H,LM-LCI-TOT,NO,2022-Q1,107.5
I20,SCA,H,LM-LCI-TOT,NO,2022-Q2,110.7
I20,SCA,H,LM-LCI-TOT,NO,2022-Q3,108.8
I20,SCA,H,LM-LCI-TOT,NO,2022-Q4,111.3
I20,SCA,H,LM-LCI-TOT,NO,2023-Q1,112.8
I20,SCA,H,LM-LCI-TOT,NO,2023-Q2,121.4
I20,SCA,H,LM-LCI-TOT,NO,2023-Q3,114.8
I20,SCA,H,LM-LCI-TOT,NO,2023-Q4,119.9
I20,SCA,H,LM-LCI-TOT,NO,2024-Q1,120.1
I20,SCA,H,LM-LCI-TOT,PL,2021-Q1,103.2
I20,SCA,H,LM-LCI-TOT,PL,2021-Q2,106.2
I20,SCA,H,LM-LCI-TOT,PL,2021-Q3,108.3
I20,SCA,H,LM-LCI-TOT,PL,2021-Q4,108.2
I20,SCA,H,LM-LCI-TOT,PL,2022-Q1,119.3
I20,SCA,H,LM-LCI-TOT,PL,2022-Q2,131.0
I20,SCA,H,LM-LCI-TOT,PL,2022-Q3,137.5
I20,SCA,H,LM-LCI-TOT,PL,2022-Q4,134.5
I20,SCA,H,LM-LCI-TOT,PL,2023-Q1,145.3
I20,SCA,H,LM-LCI-TOT,PL,2023-Q2,153.6
I20,SCA,H,LM-LCI-TOT,PL,2023-Q3,150.6
I20,SCA,H,LM-LCI-TOT,PL,2023-Q4,155.7
I20,SCA,H,LM-LCI-TOT,PL,2024-Q1,162.5
I20,SCA,H,LM-LCI-TOT,PT,2021-Q1,103.1
I20,SCA,H,LM-LCI-TOT,PT,2021-Q2,103.4
I20,SCA,H,LM-LCI-TOT,PT,2021-Q3,103.2
I20,SCA,H,LM-LCI-TOT,PT,2021-Q4,102.8
I20,SCA,H,LM-LCI-TOT,PT,2022-Q1,103.4
I20,SCA,H,LM-LCI-TOT,PT,2022-Q2,104.1
I20,SCA,H,LM-LCI-TOT,PT,2022-Q3,105.0
I20,SCA,H,LM-LCI-TOT,PT,2022-Q4,105.8
I20,SCA,H,LM-LCI-TOT,PT,2023-Q1,106.7
I20,SCA,H,LM-LCI-TOT,PT,2023-Q2,107.7
I20,SCA,H,LM-LCI-TOT,PT,2023-Q3,108.7
I20,SCA,H,LM-LCI-TOT,PT,2023-Q4,109.8
I20,SCA,H,LM-LCI-TOT,PT,2024-Q1,110.7
I20,SCA,H,LM-LCI-TOT,RO,2021-Q1,102.9
I20,SCA,H,LM-LCI-TOT,RO,2021-Q2,104.5
I20,SCA,H,LM-LCI-TOT,RO,2021-Q3,107.2
I20,SCA,H,LM-LCI-TOT,RO,2021-Q4,108.5
I20,SCA,H,LM-LCI-TOT,RO,2022-Q1,110.5
I20,SCA,H,LM-LCI-TOT,RO,2022-Q2,116.1
I20,SCA,H,LM-LCI-TOT,RO,2022-Q3,120.1
I20,SCA,H,LM-LCI-TOT,RO,2022-Q4,125.6
I20,SCA,H,LM-LCI-TOT,RO,2023-Q1,131.8
I20,SCA,H,LM-LCI-TOT,RO,2023-Q2,137.3
I20,SCA,H,LM-LCI-TOT,RO,2023-Q3,140.9
I20,SCA,H,LM-LCI-TOT,RO,2023-Q4,152.1
I20,SCA,H,LM-LCI-TOT,RO,2024-Q1,158.6
I20,SCA,H,LM-LCI-TOT,RS,2021-Q1,106.6
I20,SCA,H,LM-LCI-TOT,RS,2021-Q2,95.4
I20,SCA,H,LM-LCI-TOT,RS,2021-Q3,109.4
I20,SCA,H,LM-LCI-TOT,RS,2021-Q4,113.8
I20,SCA,H,LM-LCI-TOT,RS,2022-Q1,118.3
I20,SCA,H,LM-LCI-TOT,RS,2022-Q2,121.9
I20,SCA,H,LM-LCI-TOT,RS,2022-Q3,126.0
I20,SCA,H,LM-LCI-TOT,RS,2022-Q4,133.0
I20,SCA,H,LM-LCI-TOT,RS,2023-Q1,135.6
I20,SCA,H,LM-LCI-TOT,RS,2023-Q2,141.4
I20,SCA,H,LM-LCI-TOT,RS,2023-Q3,145.7
I20,SCA,H,LM-LCI-TOT,RS,2023-Q4,151.2
I20,SCA,H,LM-LCI-TOT,RS,2024-Q1,156.5
I20,SCA,H,LM-LCI-TOT,SE,2021-Q1,103.7
I20,SCA,H,LM-LCI-TOT,SE,2021-Q2,104.5
I20,SCA,H,LM-LCI-TOT,SE,2021-Q3,104.1
I20,SCA,H,LM-LCI-TOT,SE,2021-Q4,105.5
I20,SCA,H,LM-LCI-TOT,SE,2022-Q1,106.5
I20,SCA,H,LM-LCI-TOT,SE,2022-Q2,107.2
I20,SCA,H,LM-LCI-TOT,SE,2022-Q3,107.4
I20,SCA,H,LM-LCI-TOT,SE,2022-Q4,108.3
I20,SCA,H,LM-LCI-TOT,SE,2023-Q1,109.7
I20,SCA,H,LM-LCI-TOT,SE,2023-Q2,111.9
I20,SCA,H,LM-LCI-TOT,SE,2023-Q3,112.6
I20,SCA,H,LM-LCI-TOT,SE,2023-Q4,113.9
I20,SCA,H,LM-LCI-TOT,SE,2024-Q1,114.0
I20,SCA,H,LM-LCI-TOT,SI,2021-Q1,104.8
I20,SCA,H,LM-LCI-TOT,SI,2021-Q2,103.3
I20,SCA,H,LM-LCI-TOT,SI,2021-Q3,106.2
I20,SCA,H,LM-LCI-TOT,SI,2021-Q4,106.4
I20,SCA,H,LM-LCI-TOT,SI,2022-Q1,110.2
I20,SCA,H,LM-LCI-TOT,SI,2022-Q2,112.3
I20,SCA,H,LM-LCI-TOT,SI,2022-Q3,114.5
I20,SCA,H,LM-LCI-TOT,SI,2022-Q4,122.2
I20,SCA,H,LM-LCI-TOT,SI,2023-Q1,121.1
I20,SCA,H,LM-LCI-TOT,SI,2023-Q2,125.2
I20,SCA,H,LM-LCI-TOT,SI,2023-Q3,125.6
I20,SCA,H,LM-LCI-TOT,SI,2023-Q4,133.2
I20,SCA,H,LM-LCI-TOT,SI,2024-Q1,134.7
I20,SCA,H,LM-LCI-TOT,SK,2021-Q1,97.8
I20,SCA,H,LM-LCI-TOT,SK,2021-Q2,97.6
I20,SCA,H,LM-LCI-TOT,SK,2021-Q3,101.4
I20,SCA,H,LM-LCI-TOT,SK,2021-Q4,105.7
I20,SCA,H,LM-LCI-TOT,SK,2022-Q1,112.2
I20,SCA,H,LM-LCI-TOT,SK,2022-Q2,113.5
I20,SCA,H,LM-LCI-TOT,SK,2022-Q3,116.1
I20,SCA,H,LM-LCI-TOT,SK,2022-Q4,118.5
I20,SCA,H,LM-LCI-TOT,SK,2023-Q1,117.4
I20,SCA,H,LM-LCI-TOT,SK,2023-Q2,122.1
I20,SCA,H,LM-LCI-TOT,SK,2023-Q3,125.7
I20,SCA,H,LM-LCI-TOT,SK,2023-Q4,129.3
I20,SCA,H,LM-LCI-TOT,SK,2024-Q1,132.4
I20,SCA,H,LM-LCI-TOT,TR,2021-Q1,104.1
I20,SCA,H,LM-LCI-TOT,TR,2021-Q2,111.0
I20,SCA,H,LM-LCI-TOT,TR,2021-Q3,117.9
I20,SCA,H,LM-LCI-TOT,TR,2021-Q4,133.7
I20,SCA,H,LM-LCI-TOT,TR,2022-Q1,167.0
I20,SCA,H,LM-LCI-TOT,TR,2022-Q2,181.7
I20,SCA,H,LM-LCI-TOT,TR,2022-Q3,243.5
I20,SCA,H,LM-LCI-TOT,TR,2022-Q4,269.7
I20,SCA,H,LM-LCI-TOT,TR,2023-Q1,367.7
I20,SCA,H,LM-LCI-TOT,TR,2023-Q2,405.4
I20,SCA,H,LM-LCI-TOT,TR,2023-Q3,464.8
I20,SCA,H,LM-LCI-TOT,TR,2023-Q4,549.6
I20,SCA,H,LM-LCI-TOT,TR,2024-Q1,733.6
I20,SCA,I,LM-LCI-TOT,AT,2021-Q1,67.0
I20,SCA,I,LM-LCI-TOT,AT,2021-Q2,82.9
I20,SCA,I,LM-LCI-TOT,AT,2021-Q3,94.4
I20,SCA,I,LM-LCI-TOT,AT,2021-Q4,109.9
I20,SCA,I,LM-LCI-TOT,AT,2022-Q1,92.0
I20,SCA,I,LM-LCI-TOT,AT,2022-Q2,105.3
I20,SCA,I,LM-LCI-TOT,AT,2022-Q3,106.4
I20,SCA,I,LM-LCI-TOT,AT,2022-Q4,114.0
I20,SCA,I,LM-LCI-TOT,AT,2023-Q1,108.5
I20,SCA,I,LM-LCI-TOT,AT,2023-Q2,112.8
I20,SCA,I,LM-LCI-TOT,AT,2023-Q3,114.7
I20,SCA,I,LM-LCI-TOT,AT,2023-Q4,115.7
I20,SCA,I,LM-LCI-TOT,AT,2024-Q1,119.7
I20,SCA,I,LM-LCI-TOT,BE,2021-Q1,100.6
I20,SCA,I,LM-LCI-TOT,BE,2021-Q2,100.9
I20,SCA,I,LM-LCI-TOT,BE,2021-Q3,101.1
I20,SCA,I,LM-LCI-TOT,BE,2021-Q4,101.4
I20,SCA,I,LM-LCI-TOT,BE,2022-Q1,103.8
I20,SCA,I,LM-LCI-TOT,BE,2022-Q2,104.2
I20,SCA,I,LM-LCI-TOT,BE,2022-Q3,104.5
I20,SCA,I,LM-LCI-TOT,BE,2022-Q4,105.1
I20,SCA,I,LM-LCI-TOT,BE,2023-Q1,114.8
I20,SCA,I,LM-LCI-TOT,BE,2023-Q2,115.4
I20,SCA,I,LM-LCI-TOT,BE,2023-Q3,116.1
I20,SCA,I,LM-LCI-TOT,BE,2023-Q4,116.7
I20,SCA,I,LM-LCI-TOT,BE,2024-Q1,117.4
I20,SCA,I,LM-LCI-TOT,BG,2021-Q1,83.4
I20,SCA,I,LM-LCI-TOT,BG,2021-Q2,100.3
I20,SCA,I,LM-LCI-TOT,BG,2021-Q3,114.7
I20,SCA,I,LM-LCI-TOT,BG,2021-Q4,117.1
I20,SCA,I,LM-LCI-TOT,BG,2022-Q1,107.7
I20,SCA,I,LM-LCI-TOT,BG,2022-Q2,117.5
I20,SCA,I,LM-LCI-TOT,BG,2022-Q3,128.8
I20,SCA,I,LM-LCI-TOT,BG,2022-Q4,141.6
I20,SCA,I,LM-LCI-TOT,BG,2023-Q1,141.8
I20,SCA,I,LM-LCI-TOT,BG,2023-Q2,147.1
I20,SCA,I,LM-LCI-TOT,BG,2023-Q3,150.1
I20,SCA,I,LM-LCI-TOT,BG,2023-Q4,156.3
I20,SCA,I,LM-LCI-TOT,BG,2024-Q1,176.0
I20,SCA,I,LM-LCI-TOT,CY,2021-Q1,65.0
I20,SCA,I,LM-LCI-TOT,CY,2021-Q2,85.9
I20,SCA,I,LM-LCI-TOT,CY,2021-Q3,123.9
I20,SCA,I,LM-LCI-TOT,CY,2021-Q4,161.9
I20,SCA,I,LM-LCI-TOT,CY,2022-Q1,154.8
I20,SCA,I,LM-LCI-TOT,CY,2022-Q2,135.5
I20,SCA,I,LM-LCI-TOT,CY,2022-Q3,135.9
I20,SCA,I,LM-LCI-TOT,CY,2022-Q4,136.2
I20,SCA,I,LM-LCI-TOT,CY,2023-Q1,137.0
I20,SCA,I,LM-LCI-TOT,CY,2023-Q2,138.4
I20,SCA,I,LM-LCI-TOT,CY,2023-Q3,139.7
I20,SCA,I,LM-LCI-TOT,CY,2023-Q4,142.1
I20,SCA,I,LM-LCI-TOT,CY,2024-Q1,143.4
I20,SCA,I,LM-LCI-TOT,CZ,2021-Q1,37.4
I20,SCA,I,LM-LCI-TOT,CZ,2021-Q2,37.9
I20,SCA,I,LM-LCI-TOT,CZ,2021-Q3,56.4
I20,SCA,I,LM-LCI-TOT,CZ,2021-Q4,60.0
I20,SCA,I,LM-LCI-TOT,CZ,2022-Q1,86.8
I20,SCA,I,LM-LCI-TOT,CZ,2022-Q2,87.4
I20,SCA,I,LM-LCI-TOT,CZ,2022-Q3,91.6
I20,SCA,I,LM-LCI-TOT,CZ,2022-Q4,94.1
I20,SCA,I,LM-LCI-TOT,CZ,2023-Q1,93.7
I20,SCA,I,LM-LCI-TOT,CZ,2023-Q2,96.5
I20,SCA,I,LM-LCI-TOT,CZ,2023-Q3,98.0
I20,SCA,I,LM-LCI-TOT,CZ,2023-Q4,98.9
I20,SCA,I,LM-LCI-TOT,CZ,2024-Q1,101.3
I20,SCA,I,LM-LCI-TOT,DE,2021-Q1,100.1
I20,SCA,I,LM-LCI-TOT,DE,2021-Q2,100.3
I20,SCA,I,LM-LCI-TOT,DE,2021-Q3,103.5
I20,SCA,I,LM-LCI-TOT,DE,2021-Q4,104.7
I20,SCA,I,LM-LCI-TOT,DE,2022-Q1,105.6
I20,SCA,I,LM-LCI-TOT,DE,2022-Q2,111.4
I20,SCA,I,LM-LCI-TOT,DE,2022-Q3,115.9
I20,SCA,I,LM-LCI-TOT,DE,2022-Q4,123.6
I20,SCA,I,LM-LCI-TOT,DE,2023-Q1,119.2
I20,SCA,I,LM-LCI-TOT,DE,2023-Q2,121.7
I20,SCA,I,LM-LCI-TOT,DE,2023-Q3,123.8
I20,SCA,I,LM-LCI-TOT,DE,2023-Q4,127.8
I20,SCA,I,LM-LCI-TOT,DE,2024-Q1,126.4
I20,SCA,I,LM-LCI-TOT,DK,2021-Q1,
I20,SCA,I,LM-LCI-TOT,DK,2021-Q2,
I20,SCA,I,LM-LCI-TOT,DK,2021-Q3,
I20,SCA,I,LM-LCI-TOT,DK,2021-Q4,
I20,SCA,I,LM-LCI-TOT,DK,2022-Q1,21.8
I20,SCA,I,LM-LCI-TOT,DK,2022-Q2,21.8
I20,SCA,I,LM-LCI-TOT,DK,2022-Q3,22.2
I20,SCA,I,LM-LCI-TOT,DK,2022-Q4,22.5
I20,SCA,I,LM-LCI-TOT,DK,2023-Q1,22.4
I20,SCA,I,LM-LCI-TOT,DK,2023-Q2,22.5
I20,SCA,I,LM-LCI-TOT,DK,2023-Q3,22.7
I20,SCA,I,LM-LCI-TOT,DK,2023-Q4,22.9
I20,SCA,I,LM-LCI-TOT,DK,2024-Q1,23.0
I20,SCA,I,LM-LCI-TOT,EA,2021-Q1,98.5
I20,SCA,I,LM-LCI-TOT,EA,2021-Q2,98.2
I20,SCA,I,LM-LCI-TOT,EA,2021-Q3,99.6
I20,SCA,I,LM-LCI-TOT,EA,2021-Q4,100.8
I20,SCA,I,LM-LCI-TOT,EA,2022-Q1,102.7
I20,SCA,I,LM-LCI-TOT,EA,2022-Q2,107.7
I20,SCA,I,LM-LCI-TOT,EA,2022-Q3,110.4
I20,SCA,I,LM-LCI-TOT,EA,2022-Q4,113.0
I20,SCA,I,LM-LCI-TOT,EA,2023-Q1,113.2
I20,SCA,I,LM-LCI-TOT,EA,2023-Q2,115.0
I20,SCA,I,LM-LCI-TOT,EA,2023-Q3,116.8
I20,SCA,I,LM-LCI-TOT,EA,2023-Q4,117.8
I20,SCA,I,LM-LCI-TOT,EA,2024-Q1,119.9
I20,SCA,I,LM-LCI-TOT,EA19,2021-Q1,98.1
I20,SCA,I,LM-LCI-TOT,EA19,2021-Q2,98.7
I20,SCA,I,LM-LCI-TOT,EA19,2021-Q3,99.3
I20,SCA,I,LM-LCI-TOT,EA19,2021-Q4,100.8
I20,SCA,I,LM-LCI-TOT,EA19,2022-Q1,102.5
I20,SCA,I,LM-LCI-TOT,EA19,2022-Q2,108.0
I20,SCA,I,LM-LCI-TOT,EA19,2022-Q3,110.1
I20,SCA,I,LM-LCI-TOT,EA19,2022-Q4,113.2
I20,SCA,I,LM-LCI-TOT,EA19,2023-Q1,113.1
I20,SCA,I,LM-LCI-TOT,EA19,2023-Q2,115.0
I20,SCA,I,LM-LCI-TOT,EA19,2023-Q3,116.4
I20,SCA,I,LM-LCI-TOT,EA19,2023-Q4,118.1
I20,SCA,I,LM-LCI-TOT,EA19,2024-Q1,119.8
I20,SCA,I,LM-LCI-TOT,EA20,2021-Q1,98.5
I20,SCA,I,LM-LCI-TOT,EA20,2021-Q2,98.2
I20,SCA,I,LM-LCI-TOT,EA20,2021-Q3,99.6
I20,SCA,I,LM-LCI-TOT,EA20,2021-Q4,100.8
I20,SCA,I,LM-LCI-TOT,EA20,2022-Q1,102.7
I20,SCA,I,LM-LCI-TOT,EA20,2022-Q2,107.7
I20,SCA,I,LM-LCI-TOT,EA20,2022-Q3,110.4
I20,SCA,I,LM-LCI-TOT,EA20,2022-Q4,112.9
I20,SCA,I,LM-LCI-TOT,EA20,2023-Q1,113.3
I20,SCA,I,LM-LCI-TOT,EA20,2023-Q2,115.0
I20,SCA,I,LM-LCI-TOT,EA20,2023-Q3,116.8
I20,SCA,I,LM-LCI-TOT,EA20,2023-Q4,117.8
I20,SCA,I,LM-LCI-TOT,EA20,2024-Q1,119.9
I20,SCA,I,LM-LCI-TOT,EE,2021-Q1,98.8
I20,SCA,I,LM-LCI-TOT,EE,2021-Q2,93.2
I20,SCA,I,LM-LCI-TOT,EE,2021-Q3,101.3
I20,SCA,I,LM-LCI-TOT,EE,2021-Q4,101.9
I20,SCA,I,LM-LCI-TOT,EE,2022-Q1,107.2
I20,SCA,I,LM-LCI-TOT,EE,2022-Q2,111.6
I20,SCA,I,LM-LCI-TOT,EE,2022-Q3,114.0
I20,SCA,I,LM-LCI-TOT,EE,2022-Q4,117.8
I20,SCA,I,LM-LCI-TOT,EE,2023-Q1,127.0
I20,SCA,I,LM-LCI-TOT,EE,2023-Q2,132.8
I20,SCA,I,LM-LCI-TOT,EE,2023-Q3,131.8
I20,SCA,I,LM-LCI-TOT,EE,2023-Q4,138.3
I20,SCA,I,LM-LCI-TOT,EE,2024-Q1,133.5
I20,SCA,I,LM-LCI-TOT,EL,2021-Q1,102.0
I20,SCA,I,LM-LCI-TOT,EL,2021-Q2,106.2
I20,SCA,I,LM-LCI-TOT,EL,2021-Q3,103.9
I20,SCA,I,LM-LCI-TOT,EL,2021-Q4,108.2
I20,SCA,I,LM-LCI-TOT,EL,2022-Q1,109.1
I20,SCA,I,LM-LCI-TOT,EL,2022-Q2,130.8
I20,SCA,I,LM-LCI-TOT,EL,2022-Q3,138.6
I20,SCA,I,LM-LCI-TOT,EL,2022-Q4,141.4
I20,SCA,I,LM-LCI-TOT,EL,2023-Q1,136.8
I20,SCA,I,LM-LCI-TOT,EL,2023-Q2,145.2
I20,SCA,I,LM-LCI-TOT,EL,2023-Q3,161.3
I20,SCA,I,LM-LCI-TOT,EL,2023-Q4,168.6
I20,SCA,I,LM-LCI-TOT,EL,2024-Q1,187.3
I20,SCA,I,LM-LCI-TOT,ES,2021-Q1,100.3
I20,SCA,I,LM-LCI-TOT,ES,2021-Q2,92.5
I20,SCA,I,LM-LCI-TOT,ES,2021-Q3,93.3
I20,SCA,I,LM-LCI-TOT,ES,2021-Q4,96.0
I20,SCA,I,LM-LCI-TOT,ES,2022-Q1,98.4
I20,SCA,I,LM-LCI-TOT,ES,2022-Q2,99.9
I20,SCA,I,LM-LCI-TOT,ES,2022-Q3,100.8
I20,SCA,I,LM-LCI-TOT,ES,2022-Q4,103.2
I20,SCA,I,LM-LCI-TOT,ES,2023-Q1,104.0
