DATAFLOW,LAST UPDATE,freq,coicop,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IS,2024-04,113.90,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IS,2024-05,114.62,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IS,2024-06,116.69,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2023-07,123.1,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2023-08,125.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2023-09,125.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2023-10,125.3,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2023-11,123.2,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2023-12,122.8,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2024-01,121.9,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2024-02,123.6,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2024-03,124.6,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2024-04,125.4,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2024-05,124.8,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,IT,2024-06,124.5,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2023-07,138.38,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2023-08,141.57,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2023-09,142.83,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2023-10,142.27,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2023-11,139.90,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2023-12,138.87,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2024-01,137.40,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2024-02,140.70,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2024-03,141.35,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2024-04,142.08,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2024-05,139.92,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LT,2024-06,139.39,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2023-07,125.29,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2023-08,131.30,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2023-09,133.09,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2023-10,131.00,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2023-11,128.27,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2023-12,125.27,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2024-01,125.39,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2024-02,128.91,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2024-03,128.69,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2024-04,130.48,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2024-05,128.08,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LU,2024-06,126.39,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2023-07,129.18,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2023-08,131.93,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2023-09,134.18,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2023-10,133.90,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2023-11,131.87,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2023-12,129.57,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2024-01,128.09,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2024-02,131.32,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2024-03,133.29,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2024-04,134.15,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2024-05,134.02,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,LV,2024-06,132.59,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2023-07,120.52,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2023-08,125.00,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2023-09,127.84,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2023-10,127.47,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2023-11,124.13,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2023-12,121.43,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2024-01,120.59,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2024-02,123.38,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2024-03,124.54,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2024-04,125.21,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2024-05,124.45,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,ME,2024-06,124.06,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2023-07,135.95,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2023-08,139.34,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2023-09,139.65,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2023-10,138.35,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2023-11,136.40,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2023-12,136.86,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2024-01,135.73,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2024-02,138.39,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2024-03,140.55,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2024-04,141.68,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2024-05,142.08,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MK,2024-06,139.40,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2023-07,112.86,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2023-08,114.30,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2023-09,113.72,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2023-10,109.96,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2023-11,109.55,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2023-12,109.47,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2024-01,109.02,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2024-02,110.30,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2024-03,110.17,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2024-04,111.59,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2024-05,112.89,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,MT,2024-06,113.77,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2023-07,132.76,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2023-08,133.36,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2023-09,132.76,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2023-10,132.90,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2023-11,128.82,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2023-12,128.21,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2024-01,129.93,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2024-02,130.17,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2024-03,131.01,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2024-04,134.16,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2024-05,134.12,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NL,2024-06,132.40,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2023-07,136.9,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2023-08,136.4,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2023-09,136.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2023-10,137.9,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2023-11,136.3,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2023-12,135.9,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2024-01,134.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2024-02,136.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2024-03,137.2,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2024-04,137.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2024-05,138.6,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,NO,2024-06,139.0,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2023-07,134.1,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2023-08,135.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2023-09,133.6,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2023-10,132.2,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2023-11,135.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2023-12,136.1,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2024-01,133.9,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2024-02,135.5,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2024-03,135.6,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2024-04,136.6,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2024-05,136.3,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PL,2024-06,134.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2023-07,121.12,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2023-08,124.11,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2023-09,123.74,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2023-10,122.70,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2023-11,120.87,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2023-12,120.34,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2024-01,120.25,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2024-02,121.49,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2024-03,122.42,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2024-04,122.99,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2024-05,122.12,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,PT,2024-06,121.67,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2023-07,127.54,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2023-08,131.26,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2023-09,133.17,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2023-10,131.92,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2023-11,129.67,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2023-12,128.26,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2024-01,130.38,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2024-02,131.93,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2024-03,132.70,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2024-04,134.14,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2024-05,134.02,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RO,2024-06,132.99,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2023-07,123.9,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2023-08,127.3,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2023-09,129.7,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2023-10,129.8,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2023-11,128.0,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2023-12,126.0,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2024-01,126.2,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2024-02,128.5,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2024-03,128.9,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2024-04,131.0,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2024-05,132.0,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,RS,2024-06,130.3,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2023-07,135.63,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2023-08,135.69,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2023-09,135.81,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2023-10,134.95,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2023-11,133.94,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2023-12,135.05,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2024-01,130.60,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2024-02,132.09,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2024-03,133.09,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2024-04,133.11,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2024-05,135.40,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SE,2024-06,135.69,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2023-07,115.98,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2023-08,117.57,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2023-09,117.88,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2023-10,118.73,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2023-11,117.96,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2023-12,114.46,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2024-01,112.68,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2024-02,114.00,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2024-03,115.44,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2024-04,115.97,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2024-05,116.11,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SI,2024-06,114.32,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2023-07,129.48,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2023-08,135.43,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2023-09,136.13,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2023-10,132.55,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2023-11,131.17,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2023-12,128.56,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2024-01,130.46,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2024-02,134.87,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2024-03,134.90,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2024-04,138.08,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2024-05,134.12,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,SK,2024-06,133.27,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2023-07,741.03,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2023-08,863.29,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2023-09,900.68,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2023-10,898.20,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2023-11,900.02,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2023-12,898.63,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2024-01,957.16,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2024-02,984.79,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2024-03,1001.81,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2024-04,1029.42,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2024-05,1041.94,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,TR,2024-06,1040.05,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2023-07,131.28,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2023-08,132.81,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2023-09,131.43,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2023-10,129.34,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2023-11,127.30,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2023-12,124.71,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2024-01,123.66,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2024-02,124.93,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2024-03,125.65,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2024-04,126.11,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2024-05,126.37,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,US,2024-06,125.50,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,XK,2023-07,120.76,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,XK,2023-08,124.91,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,XK,2023-09,128.48,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,XK,2023-10,126.95,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,XK,2023-11,124.23,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,I15,XK,2023-12,122.03,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2023-07,-0.1,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2023-08,1.5,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2023-09,1.0,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2023-10,0.2,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2023-11,-0.2,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2023-12,-1.4,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2024-01,-0.2,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2024-02,0.0,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2024-03,0.4,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2024-04,0.0,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AL,2024-05,-0.9,d
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2023-07,0.8,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2023-08,1.9,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2023-09,1.3,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2023-10,-0.5,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2023-11,-2.1,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2023-12,-1.0,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2024-01,0.0,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2024-02,1.2,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2024-03,1.1,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2024-04,1.5,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2024-05,0.0,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,AT,2024-06,-0.8,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2023-07,1.5,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2023-08,1.8,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2023-09,0.3,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2023-10,-0.9,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2023-11,-0.8,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2023-12,-0.9,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2024-01,-0.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2024-02,1.5,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2024-03,0.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2024-04,0.6,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2024-05,-0.5,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BE,2024-06,-0.4,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2023-07,0.7,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2023-08,3.3,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2023-09,1.8,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2023-10,-0.8,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2023-11,0.0,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2023-12,-0.9,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2024-01,-2.3,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2024-02,0.6,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2024-03,1.0,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2024-04,1.0,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2024-05,-0.3,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,BG,2024-06,-0.1,
ESTAT:TEICP070(1.0),31/07/24 11:00:00,M,CP07,PCH_M1,CH,2023-07,1.2,
